digit_1,digit_2,label
28675,18707,10
21324,2460,9
3515,1812,13
5903,35579,15
22268,5477,10
45945,21903,9
55458,8474,2
9640,51263,4
7974,18442,1
47112,10410,9
20124,42792,2
13836,27344,18
13273,43292,11
16536,53293,9
59562,13428,18
26984,51820,13
50762,41795,0
59885,45560,4
40442,20706,10
55552,24464,7
25915,9387,14
40875,18065,2
43703,53466,5
46627,30245,7
14490,31539,4
17416,9719,6
59642,26109,4
34584,52275,15
29044,11351,8
24862,13069,4
7749,6258,4
961,19125,15
23241,16757,10
25875,16668,6
4141,7958,13
28630,1705,4
36072,59750,1
57798,56965,1
56823,30661,17
51393,36390,15
13550,1571,0
51747,53838,3
11099,16758,9
11771,25369,11
15813,28546,9
36156,9631,18
26098,42275,9
50959,1871,16
46299,12209,1
42049,7802,14
32924,47476,9
9973,55608,16
40395,47675,8
48695,34821,5
7101,44651,5
40279,59436,3
11305,29615,10
50922,2076,12
32444,5319,9
43231,10260,3
22624,41337,3
39611,57437,1
34450,16019,3
18210,38719,5
50398,21620,9
38829,54774,14
24832,31024,2
8639,23570,16
17379,31303,6
10875,5928,11
19928,911,7
24107,17629,12
49567,11089,9
1692,38364,0
10365,3015,9
29489,30164,4
21290,37201,1
32790,28832,11
962,21407,15
8341,4683,6
7677,17683,7
2529,8858,11
23148,10793,6
46831,52359,10
34376,22148,9
26331,8589,10
26651,51316,18
41794,23492,1
39069,38709,10
38003,28574,18
15094,29247,2
35887,50146,6
40322,13492,0
55559,54177,1
2428,49135,12
17154,40029,16
47690,3935,9
30191,48699,2
45620,88,0
29060,19511,7
9609,28135,11
49705,56729,16
35857,56751,8
53899,57531,18
6939,59211,18
43201,40163,4
15430,25929,7
19376,45084,9
50566,33951,2
16571,49924,0
30222,39727,6
20517,19581,0
10061,30638,6
40425,9919,5
49600,43831,11
26524,45760,0
13835,3470,11
9511,28106,16
15457,16725,8
10671,28999,8
50769,53400,8
39375,52033,8
4357,44058,3
32438,11265,5
11548,9340,14
26816,44933,0
52425,18415,9
29792,38050,6
57049,52731,10
34944,11822,7
42466,251,10
2973,459,12
41100,41686,4
34739,31986,18
2595,53560,12
3063,50846,13
11772,37582,5
15905,10741,1
26784,32093,8
33401,23290,1
13198,29983,7
4760,481,13
25161,1763,13
28973,33627,7
32074,21008,15
54679,30597,15
17787,1866,15
54088,51765,16
16634,46391,0
42436,32884,17
28784,15556,4
10648,12611,14
23962,36865,17
57256,57596,17
9525,50878,16
40274,50764,5
33713,50228,18
27467,39337,15
24257,23925,5
19932,20062,8
28458,1153,16
59721,50440,7
5388,22735,10
8366,40555,3
13236,21219,2
22926,49151,9
38220,18686,13
45405,29728,6
12353,58624,7
21160,4273,16
42530,41300,7
3241,26075,2
57461,17584,14
55990,36074,9
18307,47405,9
15039,33252,9
33436,3343,7
56485,682,4
38923,4739,14
44584,30277,9
38824,23645,16
59970,56057,1
23719,15832,18
15804,21390,12
48449,29100,14
28520,37274,11
50650,17882,16
29075,19576,9
346,45455,9
51473,59557,9
7542,25625,18
2033,26420,10
59440,4595,12
10665,22471,18
19571,11492,5
11913,26286,5
31104,27303,6
39419,59199,1
799,26592,14
44237,6531,1
37505,44965,7
37093,5486,15
2118,21622,12
9754,6404,17
32840,48372,17
15143,9714,13
45001,26787,14
28443,53125,13
53270,56014,5
56520,12357,0
22088,45900,10
51385,5096,9
4034,53309,14
255,36004,18
38610,12326,12
56993,33665,0
40681,45720,16
54569,36533,0
15580,15068,1
45913,933,7
46312,27171,11
56973,3665,8
18390,5062,18
25174,50185,9
34390,48766,18
29434,38439,14
3210,55112,15
35787,42910,14
17353,51833,1
40650,38872,4
43194,59537,2
31421,57673,10
1726,54381,5
32147,58553,0
7798,48891,17
9196,22777,0
40732,49287,3
33804,12736,5
6602,56177,6
54715,16193,3
12560,37409,5
22795,45522,9
40806,10999,2
40466,24815,7
19274,59313,0
4649,35607,6
20196,33782,15
12797,19301,5
53034,36478,8
33110,8069,16
53793,37408,0
29249,3826,11
12356,31884,11
33376,44783,14
40302,50280,15
58962,22183,7
33586,4053,12
5338,4371,2
55189,7030,12
20620,26697,6
42329,58602,3
10385,48267,9
42333,1745,8
9291,8678,10
54532,37820,14
40679,5336,10
51502,33448,14
11791,18915,3
7985,3896,0
54185,17140,7
40245,57971,6
58869,698,1
3037,2257,0
34,8605,3
5692,10175,4
42099,27128,9
47111,43175,5
2556,56531,7
35910,36365,7
24199,13557,18
26265,44254,7
3166,46257,4
5023,18019,10
13730,47597,8
14499,18051,9
6675,52768,15
26047,43711,12
3633,17720,18
52439,58647,9
55379,15827,9
20046,45837,9
34068,30064,2
10351,22023,0
30754,34177,9
14395,2495,10
44718,53740,3
9381,32632,10
14584,45294,15
35487,35361,16
5264,9356,16
52336,19892,5
43938,53271,8
16611,44446,1
16503,43320,15
10137,5025,16
6146,11370,7
52104,43041,13
23310,58512,2
52494,40928,8
31091,30027,2
10707,50410,8
24765,50361,12
3283,53460,9
20638,36925,16
36232,29153,3
22883,38669,16
33599,22673,11
15894,55912,11
31458,10928,4
35516,21053,2
33653,34205,13
26188,11141,14
31854,49230,12
14849,47126,18
51105,38178,7
38409,47123,3
24575,46320,17
36682,30592,10
1992,50445,9
48031,39011,17
57189,9112,8
52618,56640,16
38693,27332,0
31680,17139,12
33726,4071,2
42095,25435,6
39814,2331,18
51539,34078,11
9925,54518,6
56647,53336,6
17162,54162,8
52450,31706,17
19942,56302,13
23767,33720,13
3993,44193,3
45356,796,8
51050,31618,14
36838,47916,6
25699,7200,18
35782,35015,3
32741,53455,11
58739,43085,10
44232,9378,1
8284,43027,3
43311,36260,0
19139,12852,18
58156,16921,0
52624,32139,13
34950,53103,10
49157,45787,18
21446,36502,13
57725,42578,10
8801,54173,10
40430,54923,15
14488,55083,10
53771,59011,11
35237,36001,2
7020,51537,16
48660,20365,1
16783,15052,12
56062,4794,16
49174,3012,9
56551,32583,4
23671,56946,13
2293,482,9
1488,6498,8
5450,43720,6
8565,24407,3
49850,46423,9
15815,22251,12
48753,13076,0
51342,23203,10
54224,19844,7
31802,25484,4
21482,20220,12
35495,53587,10
40728,31297,9
33005,28714,9
42458,1103,18
1608,3610,9
44054,19411,1
56072,2062,6
54845,3649,18
59601,52796,2
8173,55229,14
31292,4140,1
22767,10764,14
41367,44817,15
19180,2070,8
39190,21029,9
29112,35125,18
18476,55997,11
12000,5131,9
24579,13058,14
21860,58598,6
45752,22202,0
42002,6701,10
43317,18658,0
56675,28020,4
5589,3206,16
14044,15224,1
22985,6016,3
33941,29221,6
47500,34186,6
36187,24722,2
17941,10273,6
31698,4108,9
40716,44089,10
9199,31606,15
24708,32894,15
31743,31156,7
22598,20873,17
27572,51226,9
1529,39972,14
19957,47587,3
35656,18306,4
36470,20005,15
5215,3564,2
6179,47041,1
33265,48198,4
14016,41069,9
55964,43935,2
17824,30897,12
59159,49956,9
16928,45243,4
51248,17529,18
5601,15586,16
35498,19086,16
9905,12091,11
59508,45682,0
43398,17827,9
36457,16345,10
21039,48719,9
5912,10444,17
43186,21037,4
8055,14996,11
15204,57951,14
25547,16411,3
26186,2507,8
19552,48204,17
464,19321,2
22969,34939,7
7886,51846,17
18483,40962,3
51026,30388,0
49829,2056,14
49815,54116,4
16181,48006,15
3513,27795,3
17755,16080,1
50610,38290,6
45487,131,13
40079,48777,14
23062,12451,12
33633,39957,10
14480,30351,5
25906,27146,8
41772,48225,18
5013,30082,5
51098,55041,7
2163,57588,2
2995,35331,11
53008,16886,4
36746,57472,3
50744,5116,8
30384,8391,8
44436,6193,4
34777,49421,11
36629,1343,16
36334,17762,16
43821,27350,15
28068,43971,1
41976,46912,2
8514,38296,13
9274,11054,16
506,47246,2
3553,37349,9
18731,25496,10
31940,4596,5
58425,42187,13
10676,16588,18
46768,57741,17
23949,21515,3
12669,44091,13
32576,52737,5
41510,4163,10
91,39668,17
53298,7124,4
3712,31378,4
14370,57828,16
13973,50932,15
34430,31928,2
26416,38556,16
54717,5798,3
4471,6533,17
41198,14557,0
29097,1586,16
12762,51094,8
24691,2472,2
18373,29895,0
50292,10245,9
17780,1114,16
43391,28396,9
48830,21553,0
23498,25918,10
49504,26227,15
7172,6965,16
17343,53429,9
50207,8380,13
52196,24068,14
36167,1440,4
25760,16084,5
41569,1067,8
45440,16149,18
17730,2069,4
35997,49978,7
15127,1616,17
37857,26638,2
42411,41970,5
24185,15284,14
20798,21168,10
18806,10917,15
10980,29899,3
4135,41086,6
5139,13619,14
33447,42552,0
48476,899,5
22563,36475,2
33892,21639,18
42770,7028,7
50995,13866,17
15428,35077,14
58532,19171,0
6502,1173,9
18892,44369,1
27011,510,10
57805,11591,16
49102,16111,3
24896,7942,2
50938,29537,6
53144,1973,4
9978,53225,3
27810,1777,8
55481,6172,2
33279,22571,14
11594,5233,18
55214,3386,12
46044,43723,7
19094,12079,11
31144,59247,10
51221,46553,2
9670,28138,16
41499,33424,8
2784,278,14
42082,26799,9
6123,19839,14
727,33158,11
50481,44053,13
20611,59416,12
189,45862,3
32766,34285,6
45438,59839,16
32702,29503,13
16444,701,15
30820,48732,3
20766,38812,13
32241,4705,8
37071,10034,3
13233,59695,9
12665,21555,1
33838,1058,11
9364,22812,1
38951,28711,15
28391,30555,9
30175,37880,11
55199,45357,4
4403,30419,18
36184,30837,5
10116,48513,10
14320,42527,16
8210,24238,2
41096,54778,4
29589,49245,1
12087,5066,14
15115,40960,8
47044,46703,0
20772,4433,13
21087,23155,16
40515,48810,6
50183,41998,7
36319,50737,13
8082,9592,3
36310,33854,3
53778,54188,15
59735,37892,15
44737,9666,9
2554,14184,12
25599,38119,8
21802,54204,6
56299,58153,4
30541,31676,18
22615,49393,5
29076,23437,17
43967,28275,11
40470,59163,17
41723,53732,14
27760,25158,14
56727,14018,4
55359,5936,4
41208,6622,17
1831,17954,13
20621,24730,5
49278,58894,5
35884,2661,3
46996,41661,16
55769,34017,1
36796,21260,9
39208,59045,11
50788,18770,12
20659,9181,10
22514,13623,9
27041,42624,8
26552,41489,11
21402,40998,17
29813,54442,5
44399,16903,0
52059,45235,9
42416,8276,18
54102,13363,4
43836,41314,14
40819,56886,13
16350,41534,9
2334,19047,9
35649,48098,16
3695,50093,15
41960,18664,10
11297,19864,17
36407,59895,15
43873,52986,15
42278,9608,8
25413,51047,13
26820,57163,2
41423,28590,6
51817,20034,5
5966,21843,16
7918,58083,1
13627,57584,3
10108,55890,0
477,53465,7
16742,37737,18
49168,48637,5
34094,19255,18
55219,7734,4
54730,32388,9
23768,40250,9
22702,1874,2
17700,28762,5
28793,46454,12
6616,16037,13
31609,51065,7
23745,29001,18
9225,43633,10
1106,8437,16
9690,29627,17
48134,13098,9
10837,22543,8
16031,59470,6
45881,10823,1
5518,12538,13
9062,54377,12
32712,30152,6
23725,40046,16
33933,43470,7
13361,45368,15
34896,31661,0
40418,51783,9
52388,50193,15
1034,3279,8
20049,43877,2
17348,21330,2
4376,15421,14
2387,33958,4
47151,46633,8
43987,55657,2
48295,32861,7
49615,33724,15
52735,9443,12
4083,9275,9
48163,32581,12
42505,6672,13
3382,51585,9
27828,22594,11
55742,52760,7
54768,23196,4
53837,50703,9
49818,24423,15
42057,22587,12
10370,8260,14
19144,54520,18
24965,45234,13
10005,34428,4
18642,45609,6
16042,18506,9
46591,20992,2
48383,53414,5
57388,11848,0
20479,10114,13
22945,37482,1
4059,59478,1
31887,47133,15
14077,26289,17
42139,42678,3
10709,46714,9
46518,50288,12
13748,20630,17
35307,28192,9
25450,28670,16
33538,23127,7
10578,39547,17
7087,27413,11
29633,55034,16
35902,56789,5
28504,1670,14
23236,14113,2
29377,44528,13
38585,15518,16
46841,14158,0
47285,48101,8
23562,9967,6
21392,53318,6
25684,6522,3
20837,49033,17
37635,42063,9
25519,49037,1
51567,57126,4
29398,58206,9
16676,13991,14
42053,9596,6
52115,47346,0
9835,42656,17
35876,52871,12
6751,18290,11
32829,52412,6
7720,7023,18
38235,19941,12
55835,24978,9
58495,11778,16
33731,6962,8
11599,21230,10
47696,56921,3
30518,3274,2
54168,30438,0
49222,11229,10
18248,54011,16
17039,50873,8
53957,9903,1
16977,25541,6
56558,23235,5
14203,34077,1
24992,56699,4
19017,2605,5
35116,48828,17
19536,15652,15
35585,40622,2
30475,55342,14
33274,5949,8
49934,29843,6
40004,45698,11
37604,53379,18
2841,33478,4
39567,30746,2
50144,12527,12
31337,58406,12
15426,9733,0
325,35465,0
19550,54868,5
52187,43251,15
272,52183,6
16716,9019,8
39186,27831,1
41954,49055,12
1879,47155,11
16893,1472,1
38849,29622,6
13990,16896,6
24859,3455,13
28478,26653,13
16787,32409,3
56044,228,3
36712,21419,6
13055,54772,3
46141,13631,10
40620,53187,10
6638,53184,8
34648,58160,0
19179,20794,4
15752,14190,6
33502,35337,16
27384,45648,2
2099,57319,11
34667,28131,9
11171,21146,17
7078,29736,9
33356,23165,12
25309,9106,1
15593,34757,10
33408,26087,10
9850,3069,9
51203,28564,18
43243,4126,5
34216,33339,1
19848,34563,8
46807,8100,15
46845,55401,9
8288,1785,5
50102,49239,16
59192,32547,5
8015,22546,16
29428,9965,9
8728,13605,17
44609,36250,17
12860,51168,9
38979,40887,5
15602,3916,16
33673,2991,8
39644,22950,7
15405,344,9
38226,40132,10
31899,11641,13
3174,55934,16
40151,41867,5
35929,38139,9
54538,53816,10
31740,16376,1
11945,4467,1
17575,19722,15
485,42211,7
12297,38411,9
10508,51111,13
44206,11878,6
7635,42221,14
42513,33233,2
41075,11032,2
6708,2511,8
4539,26242,4
25847,39740,9
14170,17500,2
20109,31758,17
18404,22460,12
20972,15678,8
34174,31732,8
45345,56402,17
28960,57048,16
39527,2859,4
50555,17042,1
26786,16283,2
16645,10032,15
3655,46953,12
13626,15088,6
28169,15270,2
45963,32993,13
15016,40790,1
41413,40792,8
36414,10293,1
35725,11060,0
5080,46789,17
39255,5987,3
42783,52782,2
14612,22763,15
48351,23154,0
10622,40950,13
36166,10711,8
59340,51880,8
26389,46658,8
9249,12572,5
41589,17797,9
49746,28026,12
10427,26349,18
43859,59534,13
47749,38210,16
29015,57701,8
34264,18455,13
23243,6877,1
3563,43013,9
7399,46567,6
32682,13118,8
22664,41246,15
1037,22988,4
37735,12384,4
50849,33934,15
58565,42515,17
35462,4210,15
53177,44950,11
23519,47241,9
15144,48582,13
36901,38770,2
10672,9312,1
7741,23979,4
57516,6147,16
55113,35616,15
12738,30006,13
30079,20035,8
28042,9195,0
17251,51851,3
45592,23140,16
8105,51956,9
35992,9020,8
18700,11619,12
31346,35859,12
26805,47743,2
1576,26595,2
55719,57184,13
12185,37588,11
7561,16559,17
13883,22599,14
36921,47058,13
25922,32012,17
45579,56447,17
4275,12310,1
12036,48193,3
45056,29487,5
23501,39098,15
3003,44520,2
55456,9613,9
17507,24151,0
29557,50493,10
45020,25767,10
25258,24774,15
33421,23966,17
43340,12343,13
50516,2497,10
32489,7740,5
21753,21221,3
16607,58927,9
39950,16573,14
29265,47119,10
29951,38879,11
39981,14497,18
16472,40117,7
20376,13979,17
13525,4246,3
35546,45270,8
14043,41682,5
55153,33455,7
13811,719,14
34448,31830,9
30140,1607,10
35976,4795,12
12099,54615,3
11349,24452,12
46447,52105,0
47219,14961,7
35639,24227,1
2429,59429,17
35211,1318,6
35486,5003,15
2324,18328,6
17265,37638,2
1243,49766,17
33044,36214,14
29744,37917,0
17772,4009,9
20551,45897,5
28876,7426,4
32286,28334,1
14912,10138,2
18487,43423,0
50421,22852,2
46402,31495,5
900,59739,16
7421,34702,16
43847,35586,1
56017,14413,17
11110,42591,6
32720,15934,9
25073,8028,0
43940,19717,5
23216,44547,9
59805,29483,3
17202,13834,7
36723,43575,11
43132,51425,14
24657,37992,5
25272,46239,2
5221,52498,10
10579,13513,7
24266,7497,3
54195,18440,5
15885,40633,9
13259,17002,18
6337,11311,8
13822,40818,3
11979,23142,10
9498,53806,17
17185,4260,18
1285,11965,13
41078,19177,8
28325,34304,8
51640,10187,17
4947,32740,7
29632,14424,13
40264,18747,18
22130,37014,10
43274,1254,8
6480,16132,9
53646,2482,8
6767,39360,0
48430,48071,6
15788,3329,2
5739,58807,6
26825,57241,9
28578,25576,0
7071,16838,10
28341,4849,0
59539,25194,4
49576,43829,1
11064,626,18
45846,27068,1
32594,3817,13
43372,32270,8
26273,40460,4
26292,57273,2
9972,34455,8
56231,4838,4
27558,1613,13
39759,21233,5
10822,48898,11
10177,34692,5
48709,5952,11
35905,39222,3
10212,19331,6
47678,52009,18
55766,37633,4
58082,21174,11
42816,22790,7
28344,49527,14
26777,44787,7
887,47449,14
58442,30098,8
25510,3303,9
39304,25792,7
28359,24790,11
48889,21510,18
26386,44961,8
56437,20874,11
21352,29199,9
32714,10975,9
9464,26013,12
48395,28585,15
54044,42625,10
2241,33488,11
26699,17258,12
41008,47723,17
1180,8862,6
53423,29050,11
15642,41052,0
24872,17535,0
33196,40028,18
28949,13463,13
33660,35896,9
20312,54552,10
37177,22258,6
13267,19791,7
20875,11620,9
46608,40034,15
17845,40709,13
45538,18766,3
25250,13865,6
54632,39764,17
12896,23128,18
47442,43355,13
15762,959,10
8561,29444,4
43485,17538,1
41091,11475,11
35218,43328,14
5135,58094,7
36139,48009,11
58634,805,5
52231,59046,12
35248,53612,16
44050,51901,10
10748,2819,4
52842,54851,15
54024,36377,12
35329,12960,17
46118,12795,4
13900,51555,12
14538,42103,6
7484,45524,7
23668,16341,18
24188,51986,2
51573,28118,7
46081,5243,17
47944,16532,11
52653,9886,16
15350,16679,9
52441,37733,7
8389,357,10
17763,28386,6
53441,6421,9
12078,42119,13
55566,10288,14
13969,36427,12
19486,774,11
21635,4698,8
8424,18966,16
43293,46874,7
40692,27814,14
38227,10226,5
41253,48005,6
21845,41172,6
33518,11566,7
26672,9264,1
19346,18000,13
17244,13379,1
25887,31270,6
24936,37906,18
52576,40140,10
11468,57827,0
56263,45706,8
22178,5523,9
57511,39753,18
8577,33437,5
15386,16980,5
44546,11575,17
34046,3602,1
49280,27232,2
49469,49136,16
143,21513,0
26043,12220,6
16463,38774,10
39260,37601,2
21571,19967,12
41707,28605,15
15422,22394,13
14596,22778,2
46554,21745,15
36820,18028,0
7589,24444,0
36527,659,3
22743,1943,17
4212,1770,7
53584,2860,18
58247,14469,4
51687,3489,8
28510,48883,6
16351,33276,3
43278,42834,1
53156,47687,15
11581,40180,0
58405,37287,0
5723,18989,9
19233,6062,1
39082,39884,12
57729,12630,17
50774,36367,8
48789,56501,15
38140,57103,3
35842,29085,11
44027,55232,1
17560,25065,9
9569,43343,9
6257,29511,8
23081,21306,3
27470,10535,2
24013,37276,14
20752,12941,16
35508,50095,16
30112,21978,10
53660,58988,7
48832,1736,18
16502,11233,12
54045,9837,10
7398,5436,2
12779,9357,9
35325,40625,15
17358,13687,9
15164,49941,10
29767,59025,7
3378,34026,12
37159,6994,8
53080,30020,14
25601,10359,17
53335,47633,7
20403,17668,17
5817,55480,16
44156,1585,18
2964,56049,11
23273,55958,5
31848,34697,15
36549,18547,2
43472,8413,2
16455,22803,15
9113,15354,9
24189,58909,1
8350,55312,12
32298,46025,8
5740,32250,11
18505,14124,2
52826,10976,15
48908,18281,17
53822,43799,14
1262,24709,7
28918,21072,18
36884,26686,0
35381,45489,16
13384,9849,5
41878,50884,7
7011,2052,4
40827,11831,7
32620,52197,15
37076,25935,5
59490,31418,14
4184,6459,18
51064,37410,4
17895,36359,4
38080,36222,4
8287,4388,17
40476,15286,17
16566,44573,7
57289,1300,7
51517,23722,5
51386,6049,4
14274,35704,8
48609,8905,2
24494,18044,12
41774,58093,6
47570,49817,10
39785,59310,15
30794,38948,8
45219,58766,6
19272,26033,3
47989,22099,8
45482,43332,10
52777,8046,9
25706,8621,15
43382,40925,12
9282,48094,5
31900,20982,18
33618,20316,18
24459,1025,17
58255,53364,13
37064,59111,18
38925,6388,6
9079,52911,7
37931,28909,1
14737,15315,14
42395,5807,4
13919,57259,9
56695,3194,13
35143,16883,17
7518,41248,10
51861,55843,7
28298,15440,11
18748,38164,1
34468,15723,8
46805,534,15
3924,10168,0
51908,34892,18
53212,1681,1
694,35529,2
13915,45976,17
23186,4520,6
27986,42519,13
47906,48224,18
31688,1967,4
12681,3160,9
50939,54361,14
51476,57586,0
10220,29480,10
27212,15265,10
28943,17084,8
37155,53390,11
55133,40508,18
55594,56956,17
43862,1010,11
59945,37743,11
34353,57831,11
32256,33696,18
35505,58929,2
23553,29154,9
15677,56071,10
36383,33681,7
59174,31734,14
39648,30580,11
6543,51870,11
49610,10471,9
38101,46070,3
28617,53188,16
31962,1734,10
6904,31752,15
18396,45523,6
13897,25966,14
29187,3377,0
41508,476,2
20369,23013,0
33418,20154,15
5871,9027,9
16309,10725,6
51571,28366,11
30418,19192,4
39661,37716,10
6250,53631,13
52306,18358,7
5075,27454,10
31262,32936,17
36669,6211,11
101,58604,14
56816,59395,17
24999,16074,12
25569,16590,15
58933,39629,5
13506,54454,2
15398,32378,10
16779,11616,16
11649,47355,9
42966,23848,17
7681,34946,8
8458,386,8
41615,22090,16
50754,23417,10
11045,26156,3
45016,5241,2
12272,39766,15
48558,16100,7
43314,54276,4
11727,43544,9
24501,8388,10
15347,22094,7
7938,26332,18
59724,24471,13
21394,29411,15
45027,38037,3
22835,5047,13
51171,49116,7
41163,6331,0
53350,16989,2
57545,14890,9
2712,35571,11
29512,1883,12
12575,53066,7
37702,12937,14
29062,40526,15
27522,19933,18
28455,13546,15
44843,41821,2
46551,18079,3
19409,10099,12
42595,48274,0
17822,35453,2
40324,52094,9
9729,57604,11
2260,10276,9
25840,13602,14
28136,48387,6
16869,24279,10
27790,14262,12
36691,24484,11
33607,3691,9
31455,19884,10
10604,33249,9
37976,41042,18
26992,39761,3
46590,37571,0
52429,48749,6
59492,55621,10
46565,23895,11
18272,50848,5
5269,59901,9
21119,4336,4
59469,57270,11
10495,31961,18
49199,4134,5
4453,33503,1
26169,9037,12
34345,24056,5
28237,21121,2
50533,45754,10
46600,53022,18
34565,31488,3
10941,43521,9
49435,34100,15
11914,41893,8
7036,41770,0
25145,25783,9
24658,47796,1
37521,18169,12
27245,44014,14
43586,16409,9
28103,27549,10
48087,388,6
47086,20169,4
39667,17691,2
36340,47550,17
38752,36063,15
41857,2197,1
46524,2827,4
48713,49968,12
22681,18145,4
19458,10432,5
48905,4214,15
42415,20282,18
17456,6739,3
8098,43250,8
20025,6749,5
10507,8761,17
56147,17100,3
24025,36722,14
897,369,4
52942,20029,2
22186,44612,11
57312,833,10
3686,1327,6
1794,45663,16
57252,21950,3
36518,52635,9
1301,58038,0
44061,33420,5
3609,20304,16
45557,14971,0
12573,58722,4
59910,50911,10
19461,25467,15
10847,11855,10
21568,50032,10
44239,43207,18
43899,42726,2
40364,14970,5
18045,38467,9
13641,26221,2
39191,55125,9
39064,24172,16
8539,4581,3
11438,1307,9
14209,28110,1
13237,30279,15
35147,13762,11
57786,28285,11
42018,47854,5
14545,53023,7
48490,49894,9
2629,38935,2
19988,22396,5
32776,24624,1
48593,52729,13
53031,4353,7
49339,39496,15
55960,4818,15
35933,48947,9
35633,39248,13
51497,21081,6
50294,16844,5
55872,50882,9
16948,12506,3
13329,29923,18
37640,45644,3
26126,34056,2
9865,22846,5
40901,29636,12
9983,129,6
33765,55821,4
22701,12321,0
2453,42600,15
9490,12298,8
5199,56756,7
52686,31677,9
48397,58798,15
42514,58409,11
52861,31235,13
21887,32860,9
31212,15622,4
4625,33523,13
54699,21710,7
55932,39374,14
8481,23108,0
20308,26473,10
4976,44656,9
34310,55940,8
28817,23487,6
53682,33229,12
36535,55040,11
3059,55206,13
47554,1070,15
59526,7870,11
22692,34394,9
39958,712,9
684,26800,2
45544,57790,2
3546,26743,17
58316,22004,1
11321,5967,12
18574,33453,8
19512,44258,15
12877,43981,9
50504,26229,5
24165,2872,1
26648,867,12
44875,34761,9
36679,39022,11
55753,23163,8
26763,13385,4
16513,54145,11
36296,43235,3
27197,59319,0
1793,10637,7
8442,3706,15
31858,33159,6
20221,13175,0
2228,18139,11
58011,45195,3
17716,32019,10
30797,33715,15
25140,49087,10
844,54030,8
5206,59272,9
618,4325,9
15320,6507,7
44463,29212,7
12311,18253,0
26209,40251,9
10000,13486,11
25972,14552,12
25135,19452,1
11970,30939,9
40225,5201,9
14409,43993,17
882,51853,4
10679,20230,4
37317,12647,10
53833,8247,9
33952,27389,3
15171,46201,16
12848,57605,2
41555,51680,9
53762,23667,6
44435,141,16
48466,5730,0
34503,42446,9
51183,38505,7
10460,13446,4
31648,27703,15
2981,42688,17
38000,30423,3
12862,36912,12
33753,46624,13
27708,57251,5
30460,12758,6
56183,29061,3
5350,21958,10
34828,44268,9
54528,59610,15
22282,29035,6
12614,15464,14
1143,24806,8
33034,7860,1
32281,50089,13
10558,51523,7
43679,56150,4
38950,33273,17
42428,12624,16
27705,45842,17
17041,2275,12
13137,4157,11
54074,27847,12
31202,18929,5
25648,51516,18
13606,32098,0
25074,25211,7
276,24775,18
27771,38106,9
40189,57303,10
52063,40141,6
36149,13872,9
15823,37614,1
1321,30214,10
30115,57656,6
16620,41861,11
15704,9796,1
13752,7369,11
30215,28593,0
58825,17012,1
36352,36795,13
25069,50822,7
4965,25765,14
19370,52338,15
49734,6118,12
5129,10201,8
12463,41979,18
15965,19108,5
3387,44773,5
20262,351,1
35677,4355,11
46861,3248,0
15930,31625,9
18544,58525,3
26407,21578,17
20750,37053,11
20531,27663,0
4948,17422,10
56245,58402,9
25580,26734,16
52246,31793,4
23093,7695,2
29932,25330,5
10397,18830,10
41486,25076,15
57996,38191,16
15681,57589,13
7793,4915,2
19173,33655,12
18923,13001,1
22549,57787,14
58212,37827,3
12563,14415,13
10722,26792,15
35247,25110,16
2329,29830,14
23459,27066,9
51163,37047,0
56283,59142,9
10583,7318,0
16420,44566,16
20263,40655,12
13665,30544,14
29914,24945,6
10154,39324,13
7550,46110,8
27601,33266,10
1624,41571,7
18649,10575,17
27835,50011,11
47209,49608,9
24154,27603,0
11748,42370,6
31906,11846,0
6781,57956,11
4646,54466,4
44158,23361,14
617,53398,15
2285,32401,3
58137,44542,1
40252,55464,9
39110,53779,7
42390,6371,10
48880,39253,5
51031,38151,8
13572,2992,15
9502,54097,16
11959,26977,6
45353,18599,0
11341,39626,15
8122,39722,14
24777,53168,1
15049,13026,12
26598,125,17
20594,13529,16
49375,21577,11
31479,31512,2
162,49120,16
50192,34812,6
42894,1811,18
55853,45547,5
18675,47565,11
10369,26308,9
32789,55170,2
33280,1408,13
23813,58085,5
34974,56333,1
30332,26515,8
51636,18537,16
27523,56510,7
31504,55757,15
18629,5930,1
106,5649,3
21083,35152,13
18646,58718,9
14763,6831,8
43995,7291,6
57349,16799,9
52016,20948,6
36276,20713,9
1064,39000,9
22102,14550,11
28258,8722,17
5284,46174,16
32691,46109,15
13876,20320,6
17597,13778,12
16949,43138,18
39307,11454,3
25923,46621,3
14247,40062,13
14808,35848,8
13783,13337,16
2582,37858,4
37374,47888,17
25172,30588,13
50996,30463,4
13193,29875,12
17109,6893,18
725,650,2
37261,3622,0
7713,35496,10
39371,30295,15
7897,33131,7
54919,94,8
19480,23435,4
38781,57124,14
12164,53164,7
1120,37393,1
31558,56692,15
24099,9825,18
32609,32925,0
24450,26210,0
39004,29176,2
17434,43114,9
16835,30021,16
3426,56509,9
52238,40607,2
55075,34367,13
40922,35736,6
33316,6317,12
26823,11465,18
5464,39771,8
12644,43732,4
33187,6745,10
11185,764,18
21796,2049,5
640,36617,9
25236,46631,8
52804,28855,0
28688,14418,15
31141,488,15
4475,5822,13
42101,54001,12
35709,13576,3
33522,59674,4
28889,26911,13
11202,44710,11
5639,49707,4
10272,26730,9
50413,46943,6
11300,11960,12
43040,1660,2
14227,56504,12
33714,5137,9
