i1,i2,i3,i4,label,template
19012,12374,11289,115,1,1
19978,20515,8881,6663,1,5
15530,2037,8178,21175,1,3
15385,14623,4938,7249,1,6
20311,18416,17762,11773,0,2
21461,21660,22736,12279,0,2
15761,22054,855,12894,1,6
7530,20073,23481,18467,1,3
19291,18283,13979,1345,0,1
9737,9906,7929,15151,0,1
504,4277,10389,14730,0,1
8697,20078,112,8951,0,1
22222,21325,3616,14105,1,5
12612,19474,4696,386,1,4
24157,19189,10392,6549,1,6
12213,10759,4780,1556,1,6
22820,6950,149,20136,1,6
11633,7821,9539,4719,0,2
3881,18431,18476,6103,0,2
21920,15346,9188,20577,1,6
8111,9592,15385,10502,1,5
18614,24031,14356,13639,0,2
11094,4780,10778,14791,1,1
3423,1275,16839,1555,1,1
5970,16486,3054,11884,1,5
121,2135,4082,13812,0,2
4169,10115,1460,14626,0,2
5228,11733,2911,23051,1,5
1874,20541,21756,16965,0,3
421,20955,2764,24453,1,6
2721,22526,16502,18156,0,1
17036,7287,753,15150,0,2
9334,10138,8670,12134,0,0
19103,13347,10079,12731,1,6
22229,19538,7430,4255,0,0
22101,11091,10281,17485,1,5
10907,19085,18904,10024,0,1
19102,14339,16966,15246,1,6
23129,21385,14160,15313,1,2
17529,1426,10387,17328,0,2
20666,16244,2372,11493,1,4
3689,381,11037,795,0,1
9868,5945,16892,15101,0,2
21763,24018,13739,13261,0,1
6309,15576,5128,9103,1,1
12244,14499,4598,17383,0,1
23543,9302,4432,9396,0,1
7040,3979,10317,24452,0,1
9083,20240,9607,20983,1,5
22412,6472,363,16032,1,1
1505,14306,11454,23246,0,0
7523,23048,1975,23705,0,3
23090,16905,8000,2433,0,0
23327,482,21065,22938,0,3
7920,13486,659,3669,0,2
7390,19362,8869,5616,0,2
7234,13355,24249,3971,0,1
15484,13441,20521,7123,0,2
11627,7899,22276,9915,1,1
5968,3864,2230,10325,1,2
8065,9722,15396,20588,1,5
10577,3352,10417,6338,1,5
9703,14486,6563,15250,1,5
22017,9136,6266,7471,0,1
466,12937,15294,24802,1,1
14601,23757,11579,20636,0,2
19137,17100,13566,1616,1,2
14018,13247,23586,16851,0,2
23970,11796,11641,16700,0,1
14648,24008,23484,2178,1,6
512,3363,325,22059,0,1
12916,16858,14703,3186,1,6
13593,23366,4946,16670,1,7
4952,8380,19591,21471,1,2
22057,21947,19228,17403,0,1
11389,16261,15914,10342,0,2
3635,11134,24119,8629,0,1
3992,21073,6677,933,0,2
15689,19444,6333,9525,0,1
6177,600,17622,1870,1,1
6941,9882,24966,8704,1,5
23069,17087,2906,10757,1,1
24199,7092,19395,17892,0,0
9314,5700,4506,21388,0,1
19164,9990,6008,13656,1,5
19882,24966,4827,624,0,3
4211,18023,16504,20379,0,3
24778,8775,4305,3848,0,1
17283,1907,5886,7570,1,5
6089,24313,20393,8120,1,4
3635,21799,7940,23785,1,2
22077,11219,23761,16034,0,2
9493,867,17603,19980,0,2
18190,23745,24877,20424,0,3
12891,21020,17339,22081,0,2
8700,17433,24340,10222,1,5
12189,2996,13465,18686,0,1
8847,24274,21427,2071,1,6
7162,10747,16911,7122,1,4
16149,19857,1222,16574,0,1
1764,8349,23953,11819,0,1
13061,13875,3198,651,1,1
11414,14337,2268,2705,0,1
3220,23150,15488,19024,1,2
3169,20353,19711,175,1,5
2806,7490,18023,13403,0,1
7717,4584,19534,11671,0,1
3776,9509,14698,11213,0,2
13883,21868,2881,1322,0,1
24093,20061,21189,19463,0,1
3944,24393,505,16313,1,1
17942,13549,10430,15582,1,2
17627,12195,4963,12,0,2
2479,9401,9376,15221,0,0
20102,6430,9628,471,0,2
10990,8851,17505,23179,0,2
3406,19986,18435,1330,1,5
3593,17691,15220,5373,0,1
6150,20291,11944,23729,1,1
23875,19558,8527,3239,0,1
2359,724,19783,5908,1,5
20936,20762,11960,21674,0,1
6702,21286,22213,2240,0,2
13986,3456,8611,19708,1,6
17730,18624,19805,21498,0,0
24118,16066,2741,7005,1,5
16562,24922,19441,1905,0,3
10340,17136,7959,4237,1,2
37,15470,13719,14139,0,2
5856,9372,17484,24271,0,0
7687,19007,7074,9834,0,2
792,6243,2319,23460,1,1
851,15245,2992,13774,0,3
23141,17381,598,4446,0,0
11027,6404,14799,11722,1,4
7638,5102,10813,2148,1,4
21109,2730,18372,18652,0,2
8080,17429,17773,6321,1,5
20737,7859,4701,15857,0,2
2576,15716,5752,8971,0,2
6898,1132,14495,9878,0,3
22767,22511,16007,318,1,6
22887,21119,16360,17700,1,6
2430,22133,18005,9807,1,7
24784,6006,6831,2489,0,1
13396,13073,19593,9804,0,0
20647,20623,4145,20954,1,5
6231,22271,1541,18755,0,1
6238,19293,7893,6206,1,5
15205,8064,7321,23786,1,1
21067,14088,10181,16011,0,0
4201,16669,6669,11773,1,1
5855,11631,1198,2956,0,2
16064,17240,24453,24904,0,3
1997,17874,19500,14421,0,0
15975,20932,18110,5564,1,2
17832,14121,21852,16640,1,1
22887,22003,10029,18388,0,3
11464,1382,12913,3762,1,5
21383,24892,12916,8595,1,5
398,4249,24395,20966,0,2
10169,3427,22044,23274,1,6
1884,14,23048,21424,1,5
9991,22734,19851,974,0,2
6440,21424,17189,9194,1,5
2239,9304,9557,18940,0,3
366,12566,5140,18301,1,1
17480,14180,15170,16488,1,4
6235,16967,7760,6603,1,6
6126,20195,2267,20236,0,1
685,10695,10036,1735,0,2
7596,9646,1035,1834,0,0
7493,23562,18650,5947,0,3
22688,4092,863,23710,0,2
8891,24843,20423,24985,1,2
1131,6406,14689,2358,0,2
3347,19211,8124,21425,0,1
14112,16754,22690,21883,1,4
6477,6718,19850,14235,0,2
23282,17005,13727,1025,0,1
14643,3322,16556,4019,0,1
5764,3910,17809,10032,0,2
23903,3048,6123,15678,0,1
9351,3933,658,5331,1,5
10021,14410,19657,14502,1,2
9733,8944,24011,12535,0,1
14039,21098,13413,138,0,2
12942,847,15415,4427,0,0
17730,9204,12416,18450,0,1
422,20930,4688,7254,0,3
24875,5387,12015,18655,0,1
15676,11233,745,87,1,5
12965,4333,4005,659,0,1
16145,16382,15302,11213,0,0
11602,24743,4641,16646,1,2
8146,3082,10134,5624,0,3
16495,16378,9696,2046,1,5
17680,24389,11324,4546,0,0
3671,22251,1848,12220,0,2
19917,9156,16815,5248,0,2
17067,9087,12386,21250,0,2
14528,19452,14530,13288,0,2
24596,3345,21350,12995,0,1
13503,5276,6905,6175,1,6
8365,9605,6020,13586,1,1
286,3777,15711,19267,1,2
7275,15797,19528,11656,0,1
22065,23518,10252,15239,1,5
8786,15901,18774,13947,1,5
10938,14199,16846,10233,0,3
24477,2511,21999,21908,1,4
5548,20238,24114,4377,1,3
9145,10091,21168,23427,0,2
11930,19812,20037,13533,0,1
24332,21228,21903,1544,1,6
14140,11072,4899,6859,0,2
10577,22754,3520,16896,0,1
24256,5752,4873,10865,0,1
7381,1171,9678,14419,0,2
24738,24195,23737,21611,0,0
16843,8959,10764,21982,0,3
7687,9434,11830,10927,0,1
5824,20474,13905,16673,1,5
5816,19174,2940,4202,1,5
13082,468,3166,13,0,1
2502,9683,24310,20590,1,5
5083,17038,14737,14,0,1
5968,13565,23427,13897,0,3
22668,23736,7857,13045,1,2
2008,2815,2002,20211,0,0
6202,13601,18999,24872,0,2
7822,23559,2002,5426,0,1
16988,9551,20234,17992,0,1
9957,7578,22343,24622,0,1
16227,16489,5990,5495,0,2
12802,21948,12743,15149,0,1
16714,24013,4410,3348,1,4
1543,485,15237,15522,0,1
7701,18471,11072,17715,0,1
508,8347,15184,17469,0,0
8478,22984,18946,23305,0,1
4894,15354,9683,1719,1,4
23371,9175,22449,19824,1,1
6253,8026,22282,21419,1,5
13085,130,16762,18425,1,4
21944,7346,20117,4878,0,1
21067,9275,19726,12406,0,1
858,4071,2998,20685,1,5
14875,10150,1172,13916,1,5
17190,10099,1672,18572,1,7
5628,10052,12855,8987,1,2
7257,17880,7222,23529,0,3
6773,8888,10705,14327,0,1
16031,23942,5592,13820,0,3
23483,23938,6958,4760,0,0
22318,6512,3864,11318,0,1
21285,7852,14265,20443,1,4
11584,12982,6690,1144,0,1
6849,18065,17331,24443,1,5
19253,16188,17275,21903,0,1
11642,5348,10235,4438,0,0
17032,18924,18651,6630,0,1
17527,18630,3227,11966,1,6
4348,12288,21553,3654,0,1
21344,60,1676,17809,0,2
2362,63,10534,302,1,6
8494,550,16461,2787,0,3
11485,11471,11044,5180,1,3
8303,6812,13156,22466,0,1
5302,24393,12517,18292,0,1
19414,21338,8243,11715,1,6
14769,405,21925,8664,1,6
3343,12688,23193,19480,0,1
4006,23974,14785,9529,0,0
19882,10847,14566,10056,0,1
4033,5470,24233,5390,0,1
11238,15830,17513,12759,0,1
2552,16147,953,18072,0,3
14562,17038,22524,11160,1,7
789,9669,20402,16523,1,6
589,9056,19738,2591,0,1
3742,22012,24795,756,1,5
6078,19588,8586,10269,0,2
2739,13476,17175,1687,0,3
11457,17877,1482,18906,0,1
7696,13024,11748,15281,0,1
6039,14503,18961,4988,1,7
20675,3040,20113,5500,0,1
11752,10105,14849,18951,0,0
16065,11653,1467,10326,1,1
6811,19445,6144,17291,1,1
11102,7106,13973,20123,0,1
20651,5065,9634,3795,0,1
5305,4586,24723,21256,1,1
19517,4737,19141,7454,1,1
9314,11567,14878,9827,0,3
24294,24567,17891,1271,1,1
12719,15784,3880,1182,0,2
10163,19104,13758,5949,0,1
6411,23885,17785,12339,1,6
20279,5973,9898,20076,0,1
4138,13943,266,16494,0,2
3745,16273,11491,4629,0,1
4746,13523,5643,15853,1,1
18455,4317,17365,16670,0,1
15232,22160,6543,9490,0,3
13588,3297,9771,23050,0,2
24903,20359,14218,9088,1,5
2880,14595,15149,7135,0,1
5749,16875,15955,23305,0,1
11969,16749,22482,2818,0,3
3555,18508,3605,1343,0,1
10583,6916,11213,18044,1,6
14537,15649,404,17870,0,2
24321,613,13650,18085,0,3
1988,11784,5072,6306,1,7
21707,13872,11022,16226,0,2
8812,15156,23971,5501,1,5
11525,21854,16012,18079,0,1
5850,10756,12614,345,1,5
9851,397,10617,20242,0,2
14012,14259,17852,11775,0,1
12317,20467,3003,6802,0,2
20728,17052,17764,24781,0,1
2219,21285,6890,13506,0,3
15166,14476,3513,6125,1,1
15071,4663,24364,7668,0,1
5042,7227,12283,473,1,1
18021,16440,7541,2997,0,1
17516,24507,19950,20000,0,1
23576,11840,16061,15508,1,1
22546,11144,23442,14176,1,1
18442,19821,24435,11983,1,5
15251,2697,6161,20695,1,6
3869,19879,22524,17966,1,2
11943,7775,11119,11754,1,7
6196,20949,3268,18676,0,2
21433,15716,4798,12179,0,2
4085,15927,19076,2846,1,5
12148,4467,10546,20317,1,1
7853,20797,22716,3937,1,5
10686,14653,7097,24012,0,1
8480,16200,24036,1031,1,6
758,8431,18631,5704,0,1
1695,6701,15389,5089,1,1
21191,20020,24270,22844,0,1
3926,21511,15917,1747,0,2
7235,8601,17288,4291,0,1
24796,22003,3174,18367,1,6
2215,16817,2496,7302,0,2
7142,18162,1026,1859,1,7
14887,1994,4237,22461,0,2
5634,23202,11327,6933,0,1
18103,23812,13211,1444,0,2
18210,20272,10758,18701,0,1
15967,16330,13927,22409,0,2
7792,11743,18704,8629,1,6
1945,525,2553,1240,0,1
4939,16303,2224,13048,0,1
18843,8066,22198,22324,1,6
4160,22029,7688,6880,0,0
204,22993,6692,21481,0,2
7551,21226,13650,17369,0,1
278,7255,14120,18709,1,4
17167,19501,15459,5570,0,1
18383,142,11458,8166,0,2
17927,11447,9814,13358,1,5
7555,1827,11681,1319,1,5
16211,17232,24374,4134,0,3
11891,4529,1353,19410,0,3
8787,15855,14373,20807,0,1
15942,5130,282,13718,1,6
14112,21016,9371,21527,0,1
16695,9133,738,3646,1,5
9206,2114,12480,20284,1,1
279,14932,18678,13803,0,1
18825,1936,19272,21490,0,1
15252,23899,247,319,1,5
13155,6723,14524,17903,0,3
24134,2745,13466,22374,0,2
20953,9228,3508,15392,1,3
12061,24544,7568,21533,0,1
2351,6951,10461,8232,0,3
14859,6158,8174,5973,0,2
20203,12879,19585,3339,0,2
20669,3178,22188,16647,0,3
24689,13677,17598,20072,0,1
20036,23707,15451,2295,0,1
4916,511,21262,23225,0,2
19376,18077,16733,2339,1,4
8857,21205,13367,3131,0,3
19496,6970,22732,5527,1,2
13492,22740,22380,20343,0,3
7149,14759,19015,11404,0,1
14875,14991,2469,15932,1,6
746,18724,11364,1592,0,1
19894,21374,4311,572,0,1
17544,6618,20677,9365,0,1
24179,12008,2634,15539,1,5
10912,13616,5701,17425,0,2
21965,24433,12430,16730,0,2
16276,6474,12483,17978,0,2
9624,13299,13903,20671,1,2
3430,18666,6655,13940,0,2
12919,3186,7859,19616,1,1
24524,19708,2037,19751,0,3
8194,23240,18808,23892,0,2
6854,9903,2227,4795,0,1
39,8441,18067,24912,1,5
24321,5571,16541,16349,1,5
17985,358,7345,8253,1,4
5499,11756,18501,1947,1,5
353,7759,11010,5586,0,2
9826,9157,13900,15770,1,2
23217,22172,18393,7629,0,1
13417,17006,10439,16441,0,1
24784,5247,13507,10264,0,2
19523,22586,12093,19863,1,7
10156,714,3122,17907,0,2
23837,4486,20668,18309,0,2
22894,15150,20723,21184,0,1
16704,23190,6006,9335,0,2
24027,5937,6252,4776,0,2
4648,4911,12134,7813,1,6
6339,17302,18220,16242,1,5
6579,15665,7413,466,0,1
20970,21266,3831,6016,1,6
18278,7241,3906,13156,0,1
13352,12771,14408,20620,0,1
16616,24521,11038,6986,0,1
12662,18100,6174,22079,0,1
142,16147,19930,359,1,6
13729,13770,16077,22548,0,3
1904,11583,3731,757,0,2
2929,11507,23050,3351,1,1
999,15337,20742,16700,0,1
16709,11759,11354,684,0,1
20850,1387,23646,10276,1,5
9851,5458,19171,5285,0,2
24650,9585,13564,7832,0,0
7181,19981,24446,16265,1,5
6323,8106,18856,607,0,0
17743,20641,23931,24805,1,2
17341,9500,20744,21040,0,2
9946,6693,8959,4527,0,1
18630,1483,3731,606,1,6
24984,20037,14492,23650,0,2
24671,15073,15986,8211,0,3
17366,11985,16811,23548,0,2
8765,19619,23512,6950,1,6
10869,19505,13975,9724,0,2
177,2049,7442,11718,0,1
12133,9403,17233,24188,0,0
22834,11761,22111,10744,0,1
1321,23971,22597,7738,0,0
3510,4652,1276,2605,0,1
14478,9242,1973,4303,1,6
14125,23897,24765,17027,0,1
19947,8986,1687,19318,0,1
7033,18602,8498,1360,0,1
9325,14223,17152,21425,1,5
268,10935,23300,4772,1,1
16637,21069,6501,14919,1,6
13172,8856,9401,20627,1,4
23915,13731,21768,13575,1,4
3689,7545,21259,963,0,2
7894,20260,10101,17762,1,5
22853,2024,21964,13614,1,5
23396,12800,22630,6501,1,5
8336,11508,3214,12874,0,0
5079,21964,21283,9589,0,1
20647,8045,22632,23395,1,1
6464,18640,18343,10857,0,0
385,1999,24222,16455,1,6
20630,5583,3407,15477,0,2
22181,16862,15582,5353,0,1
6503,21565,5689,23920,0,2
302,4884,14732,7576,1,2
8433,23763,7001,4065,1,5
12640,20137,20877,14782,1,4
24615,21125,23220,24472,0,3
17904,17980,20129,11254,0,2
19062,11642,2220,22884,1,4
1243,2258,21634,700,1,1
2172,11076,20251,21629,1,1
8699,7664,10387,1726,0,2
11765,11957,10997,23105,1,6
17480,2751,10614,7583,1,6
20385,15109,24547,19212,0,1
13776,2194,16633,17054,0,2
7216,11221,14529,24705,1,7
23622,12858,22771,23715,1,6
1069,1507,15170,10024,0,2
11533,22251,18444,19724,0,2
10889,8388,3229,9188,1,1
24305,1893,23113,19991,0,1
12986,14974,15743,8919,1,5
21123,22796,24059,18826,1,2
23402,8232,2356,14517,0,1
19700,2660,12559,7739,0,1
11582,18671,22400,6609,0,2
20630,17613,17345,23387,1,6
13315,965,17616,6537,1,6
6686,1805,20141,17740,0,0
14027,8986,1927,14349,0,2
9703,23443,19363,4845,1,5
18994,15757,20813,14667,0,2
1963,9740,2126,3479,1,6
7877,11802,6310,21315,1,4
19939,11995,6100,16259,1,5
7595,3423,12902,2676,0,2
5859,19501,24789,12741,1,6
12479,17220,5994,21842,0,1
20751,19292,821,17926,0,1
3645,21181,13655,4785,1,5
495,2699,7916,24629,0,1
15048,11470,12663,23001,0,2
7562,7194,22356,11674,0,0
5335,18869,14498,10093,0,2
17720,12511,6281,15199,1,5
21202,20332,23724,9385,1,2
7562,23371,24667,5772,0,2
22757,8577,16902,1596,0,3
23992,4821,11931,16439,0,1
4703,1806,3215,2431,0,1
5723,11202,3251,15943,1,7
22803,22463,1868,24945,0,1
11457,14954,7907,1204,0,0
2907,22397,19715,22539,0,1
2772,24873,1545,7686,0,1
3265,24457,10717,7225,0,2
4188,19945,15268,6842,1,6
776,18299,10413,10469,0,1
18927,21002,5952,22316,0,1
3977,13171,20999,9277,1,2
3151,5523,8125,1160,1,1
18693,3995,13056,13494,1,6
1799,13719,22915,22539,0,1
8898,20314,375,14129,0,1
1608,20822,6118,22930,1,6
22677,17585,20079,5740,1,6
3634,10706,13595,8435,1,3
10551,21555,7448,14151,0,1
3785,842,8982,23735,1,2
14874,10271,9017,21102,0,2
17108,9661,3086,22753,1,3
24332,15921,11291,4255,1,6
6404,14331,18870,2999,0,0
17139,18294,5956,18858,0,1
19907,6930,22429,9765,0,2
17941,24433,12393,2183,1,2
16155,24247,20534,17267,1,2
16222,16067,13624,4650,1,1
3325,5451,4539,436,1,4
23128,17698,13184,6970,0,1
10357,3418,7447,1629,1,6
4480,22933,2616,9665,0,1
14422,1416,22812,1843,0,3
3837,3576,6042,10483,0,2
19255,15511,20958,18718,0,3
17751,4529,12405,7895,1,2
19628,11030,24317,23858,0,2
19403,15374,15712,6292,0,3
5351,10938,1461,24626,0,2
16146,7225,12406,6087,0,1
3796,6613,12797,16881,1,4
10762,942,15949,22496,0,1
18504,15758,5362,21998,0,2
19576,24923,19059,7289,0,0
111,18942,23691,12775,1,5
17464,8156,2217,2788,1,5
19222,18352,13194,18897,0,1
9843,12812,23409,11554,0,1
20161,16846,22610,7109,0,2
6783,19970,606,9073,1,5
13681,17426,21801,12235,0,1
11397,16633,8181,23585,1,1
10597,330,2292,21094,0,1
22105,8786,15990,24453,0,1
19780,14239,1509,3320,0,2
11188,12826,24674,24628,0,0
7606,9008,15444,21808,0,1
426,1564,11929,14386,0,0
11504,12607,16239,22011,1,5
2652,19731,12389,708,0,1
20198,10793,23637,21918,0,2
7792,72,19361,17027,1,4
8567,10146,8925,19352,1,1
14706,16739,5079,650,1,5
23202,15983,12774,20200,1,1
8462,19772,2991,1241,0,2
16665,2721,13900,9891,0,3
6943,23136,17525,18781,0,1
1098,15066,4443,3493,0,1
9801,23257,4197,15954,1,6
4337,6860,13077,4025,0,3
1230,22284,3921,17163,0,3
6211,10021,5243,18244,0,3
6407,21415,21539,11544,0,2
1243,24647,5539,10371,1,1
15878,13159,14363,315,0,1
14405,5536,10542,18370,0,1
6547,8073,6646,22974,1,5
6389,24570,191,17060,0,2
17704,1127,4260,3273,0,2
7456,24266,6749,17651,0,1
5287,18327,21184,11831,1,7
20799,17508,547,4575,0,0
3271,14638,1479,8708,1,1
6238,3874,23475,15155,1,5
10266,2689,8092,18371,0,0
9474,9349,20774,7683,0,0
17875,18035,11766,24245,1,5
23993,20171,6143,7768,0,0
8797,7179,6118,16265,1,4
9370,10029,9049,6594,0,0
3315,5994,17111,8425,0,3
13946,2875,13564,21143,0,1
19450,8884,6905,12336,0,1
2530,18166,20001,11868,0,1
13357,7480,3147,12837,0,1
3689,17513,16233,2852,0,1
14660,15132,13593,10010,1,5
11365,24369,2756,3667,1,1
16884,24683,14407,2899,1,5
23432,4786,20505,24424,1,6
13957,23003,10410,4269,1,6
24467,20062,18280,440,0,3
16649,13650,19784,8667,0,2
751,2291,24424,5635,0,1
18869,15089,15269,15903,0,1
14663,19287,10829,21297,0,3
644,14658,21444,2694,0,1
2210,20253,2068,8885,1,6
24300,1514,21358,8376,0,1
9060,23454,24785,2372,0,1
23526,22480,1943,21539,0,3
22037,17012,7948,20699,0,1
19605,15129,14993,3168,0,1
22862,19501,11648,3027,0,1
13449,17320,22700,20995,0,2
23252,23172,18995,19724,0,3
22298,24623,1597,2789,0,1
14977,23006,17299,5508,0,0
6462,19551,11349,11617,1,4
3893,18860,18281,9760,1,2
16514,22003,19444,23607,1,5
6460,6429,15278,16596,0,2
19438,16150,16654,2694,1,5
24555,19582,15109,15522,1,1
3404,21319,653,14487,0,1
10891,23637,7906,1296,1,5
16132,1517,13894,9728,0,1
5649,12821,7088,7740,0,3
17962,1093,15594,5040,1,5
4949,20055,8416,5293,1,5
4618,5757,20179,17874,0,2
2757,4199,11061,21379,1,3
14094,22644,13757,9525,0,1
7916,24750,10690,5679,1,2
9370,7888,4554,21330,1,6
1823,16833,6986,13306,1,6
6071,6850,5727,8422,1,6
10990,23199,21516,11301,0,2
19603,2654,3747,12983,0,1
23665,602,11401,24486,0,2
17359,1719,16138,19591,0,1
11074,23363,22704,13167,0,2
14859,3071,2407,6823,1,6
262,17292,2905,4359,0,2
9272,13783,23004,6282,0,1
21980,1871,557,24974,0,2
3136,23034,21357,7738,0,1
22097,13298,24384,180,1,6
21528,18768,3259,12279,0,2
21518,20649,19320,19082,0,2
23405,13871,6608,5891,1,5
15223,13755,21419,13721,0,2
3756,1276,7517,16960,0,0
1366,15693,16822,19420,1,1
2206,17547,4364,225,1,6
11922,5459,18035,5340,0,1
20017,22632,19013,17776,0,0
10881,3986,19764,21894,1,1
16783,21264,15606,22453,0,1
13210,9077,13039,18664,1,6
12245,14691,19473,316,1,1
21827,14858,19735,13656,1,5
10703,23216,17917,13280,0,3
10466,4724,4331,12030,0,0
15,16915,22782,2841,1,5
18715,10746,20428,7126,1,6
14996,5979,7177,841,0,0
11018,707,3423,7433,0,1
10023,123,22761,5878,0,1
957,14752,3918,1308,1,6
23431,4523,21428,14022,0,2
21686,24319,33,6164,0,1
3425,3836,9671,21065,0,2
17520,7179,5214,10347,0,2
15426,3876,9441,14356,1,6
10971,19243,16141,20847,1,6
18001,10917,24317,15758,1,6
12827,16577,6941,10934,1,5
18927,2153,17025,14312,0,2
9051,24909,20134,9292,1,1
12126,23135,20621,18838,1,1
15385,4382,4105,1063,0,2
13288,1204,23243,18255,1,2
1738,14821,8082,3345,0,0
9091,5496,8414,10016,1,4
2252,14194,23941,9057,0,3
14071,21232,18727,5244,0,1
22821,12439,17018,23696,0,1
5013,16725,8828,1271,0,2
18797,9049,19165,21908,1,1
6439,709,23966,23479,0,2
19256,15824,2366,17251,1,5
10577,2346,17051,17046,0,2
5780,12267,10818,23767,0,2
12576,13575,21150,9112,1,5
1957,13196,19608,4482,0,1
5502,5909,24635,21058,0,1
22720,22983,5562,17762,0,3
24094,1493,7974,23050,0,1
17960,7221,5331,11308,0,2
4195,15896,3786,8027,0,1
11377,5526,4415,12,1,2
4079,17197,23050,7901,1,7
11264,19203,782,3768,1,5
23630,15954,13973,7838,1,5
18779,16774,13992,8230,1,4
24506,18774,15452,8762,1,2
21453,24085,14596,7126,0,2
16459,2752,17503,11183,1,5
13911,195,12307,23067,1,6
17347,13080,8218,12434,0,1
14458,5068,19818,13576,1,4
14402,9905,24481,14997,1,2
2344,19337,20490,11260,0,1
17949,1015,23545,9403,0,2
10601,10513,12293,952,1,5
20082,3200,23147,5251,0,1
8159,3421,18357,8443,0,2
24313,1533,12608,11456,1,4
22017,7274,19320,20830,1,6
9241,1163,7214,7570,1,5
11494,4296,12675,2047,1,6
17032,17723,16997,2658,0,1
12048,9178,21183,24002,1,2
9829,21025,6262,16443,1,1
15907,7818,19327,3339,0,1
17266,24400,8685,10515,0,0
17292,21990,10319,2078,1,2
8313,22008,24916,23567,0,1
18647,1436,9132,3876,1,6
24704,21820,21466,13143,1,6
9883,11966,20577,14456,0,2
11720,20021,17699,12272,0,2
23396,1303,3909,14979,0,2
9801,4872,23481,2660,1,5
12379,5184,11409,23348,1,5
14527,5415,19149,13290,0,2
7216,11171,6032,1933,0,1
12068,17798,10463,2927,0,2
17618,11916,189,7013,0,3
7956,9565,10369,1244,0,1
13381,18172,23063,8829,0,1
12879,14229,17530,8742,1,2
19296,3715,12547,9511,0,2
12071,11094,7249,5799,0,0
6712,24062,13963,15980,1,2
11990,7517,17381,24558,0,1
10969,11042,22676,5503,1,6
21909,24267,7022,5461,0,2
23813,5579,6962,2589,0,3
4149,6692,7896,2538,0,1
12387,6649,24319,10170,0,2
8159,17756,3499,5711,0,0
12757,14419,13743,12225,0,3
9328,10695,1287,8502,0,1
5013,19051,1332,18845,0,2
16843,22370,3786,11347,0,0
2923,2854,4580,21822,0,2
10343,23324,13709,12582,0,1
3602,15080,15073,6286,0,1
24682,13147,2272,8249,0,1
20717,7025,12244,9196,0,3
11157,5529,22276,2787,0,1
2769,9604,15214,13281,0,0
778,19997,7273,8889,1,1
12403,20098,23127,5174,0,1
5251,4517,22748,3492,1,6
17897,9863,7466,19502,1,1
17826,10554,21577,2956,0,2
6967,14687,11347,3980,1,2
23794,9409,16776,6212,0,2
7775,16634,9144,5462,0,1
9414,5015,12803,18142,1,1
18187,12186,24045,10505,1,5
25,24933,20730,5703,0,3
865,3200,23365,401,0,0
20588,21621,5823,555,0,1
17599,22330,485,24939,0,2
14607,22561,4673,2005,0,2
17682,18635,2156,6472,0,0
8813,20212,958,2009,1,6
19462,1445,9294,18268,0,1
1647,19233,9512,11363,0,0
7921,4838,16816,8759,1,6
24427,14823,22552,16256,0,2
8524,16041,13819,8489,1,6
2939,9008,24274,24368,0,0
18342,23692,5876,18920,0,1
3448,2527,9826,20289,0,1
11748,7533,4634,22473,1,6
617,9110,14343,15148,0,1
846,20371,16788,17408,0,2
16665,5803,3213,13691,0,1
19459,24914,9967,18953,1,6
1771,11703,23697,2991,1,1
12064,10471,17707,5415,0,2
23217,15796,17727,17965,0,1
9018,19711,7158,22641,1,2
14190,15379,7102,1937,0,1
10161,19608,5580,17002,0,1
4321,9026,13214,4175,1,5
6149,16562,14131,2289,0,2
2017,3326,10385,4025,0,1
8114,23468,19249,15258,0,3
11304,15847,22909,3824,1,5
22989,9403,2421,4839,1,5
24340,5856,1981,17779,1,6
20969,4155,1708,10400,0,2
12020,15265,22815,18696,0,1
11142,23302,20159,5177,0,1
14134,11406,19511,9037,0,0
13445,2911,8278,9226,0,2
13100,1311,18574,12896,1,5
23237,24265,10164,11994,0,1
5517,5691,21107,24201,1,7
37,20327,17354,21912,0,2
10290,10991,9144,21772,0,1
5025,5906,3090,16503,0,0
3123,18672,20858,9687,0,1
11965,832,20889,23271,0,1
19415,19075,17734,23684,0,1
20477,11720,21007,9026,1,5
12647,6847,23803,5270,1,1
6308,19493,5773,21401,0,1
23659,17741,13262,2401,0,1
13263,7245,9745,9282,0,1
13516,8386,24877,7384,0,0
23552,13537,821,8757,1,5
1599,1500,24244,15476,1,1
10907,18723,24538,4925,0,2
17134,4485,15530,3444,0,2
3458,9349,2103,5149,0,1
24685,21355,9935,13789,1,4
11709,16453,7451,15153,1,5
18036,14719,15829,9506,0,0
18245,14687,12587,10970,0,1
24043,14131,14569,13437,0,2
14252,2763,3474,2480,1,5
18957,21746,22722,13575,0,1
4248,14587,9930,2653,0,1
13154,6527,16417,18551,0,1
14659,15762,10342,11783,0,3
12342,18091,9908,2193,1,5
2900,1085,11639,1112,0,1
4066,8079,16276,7728,0,1
19021,17946,24359,14508,0,1
118,4605,20820,10624,0,2
15685,5943,6021,1893,1,5
5356,19646,9259,4786,1,5
878,14270,19353,6945,0,1
1851,566,21227,19657,1,5
637,12791,21036,19978,1,6
19112,3873,19998,19371,0,1
24162,13245,16817,22075,1,5
16604,4683,4895,6488,0,2
118,23664,18556,6545,0,2
1518,7910,17385,22529,0,1
