i1,i2,i3,i4,label,template
3688,3708,3835,3849,0,2
3715,3842,3608,3850,1,5
3730,3851,3701,3611,0,2
3856,3619,3621,3852,1,3
3733,3858,3624,3853,0,1
3859,3629,3702,3860,1,6
3740,3864,3630,3861,0,3
3743,3862,3863,3718,0,3
3744,3872,3635,3720,0,1
3752,3879,3867,3723,0,1
3873,3725,3642,3880,0,1
3881,3882,3644,3726,1,2
3757,3760,3899,3885,0,2
3764,3654,3896,3741,0,2
3768,3897,3898,3750,0,3
3771,3909,3903,3753,0,0
3772,3657,3906,3754,0,0
3774,3911,3659,3766,0,1
3912,3667,3907,3767,0,0
3776,3775,3926,3913,0,1
3916,3783,3922,3797,1,1
3778,3935,3669,3927,0,0
3943,3684,3928,3803,1,5
3785,3951,3687,3809,0,2
3789,3692,3929,3812,0,0
3800,3804,3930,3932,0,2
3805,3937,3954,3819,0,1
3958,3698,3939,3820,0,0
3813,3960,3816,3833,1,5
3964,3965,3705,3707,1,2
3824,3712,3828,3968,0,1
3831,3714,3945,3839,0,1
3832,3845,3969,3953,1,5
3844,3977,3957,3847,0,2
3846,3978,3719,3848,0,0
3857,3854,3980,3967,0,1
3868,3988,3971,3722,0,2
3871,4000,3974,3855,1,6
3876,4008,3865,3979,0,2
3878,4019,3724,3995,0,0
3883,3731,3869,3732,1,6
3884,3747,3874,3996,0,2
4023,3748,3998,3887,0,1
4025,4038,3749,4002,1,2
3889,4040,3755,3888,1,6
3890,3756,4046,4009,0,1
3902,3759,3894,3762,1,6
3917,4048,4013,3895,0,3
4066,3765,4015,3900,0,0
3919,4075,4090,3779,1,5
4098,3901,3782,3904,1,5
4102,4104,4017,3786,1,2
4108,3802,3908,3918,1,2
3920,3924,3923,4112,0,1
3934,4030,3933,3807,1,6
3938,3940,3941,4116,0,2
3942,4120,3810,3946,0,2
3944,3947,3811,3814,0,2
3948,4122,3815,4036,0,0
3829,3956,3836,3972,1,1
4129,4041,3837,3973,0,1
3949,4132,4042,3983,0,3
3952,4135,3840,3989,0,0
3955,4043,3843,3990,1,5
4136,4044,4003,3866,1,6
3961,3870,4049,4006,0,2
3966,3875,3981,4142,1,5
3982,4007,4144,3877,0,1
3984,4010,4145,4050,0,1
3986,4147,3886,4011,0,3
3991,4149,3891,4065,1,6
3992,3892,4072,4014,0,0
4159,3893,4016,3905,1,2
3910,3914,4018,4021,1,2
3997,4074,4160,4024,0,1
3999,4162,3915,4026,0,2
4001,3921,4076,4027,0,3
4004,3925,4163,3931,1,5
4005,3936,4083,4031,0,1
4164,4034,3950,4093,1,5
4175,4096,3959,4035,0,1
4181,3962,4103,4058,0,3
4012,4022,3963,4105,1,4
4184,3970,3975,4106,1,1
4190,3976,4191,4062,1,5
4192,4193,3985,3987,1,2
4199,3993,4109,4063,1,6
4029,4032,4110,4111,0,2
4053,4113,4064,4200,1,6
4067,4203,4078,4115,0,2
4069,4070,4206,4081,1,4
4071,4082,4211,3994,0,1
4217,4020,4087,4219,1,6
4073,4221,4028,4123,0,2
4080,4222,4033,4089,0,3
4088,4138,4223,4146,1,5
4092,4101,4150,4095,0,2
4107,4097,4229,4037,0,1
4119,4230,4039,4153,0,2
4045,4154,4155,4099,1,5
4231,4100,4233,4157,1,5
4134,4047,4158,4114,0,1
4166,4051,4052,4117,1,5
4240,4054,4121,4165,0,2
4174,4167,4251,4124,0,1
4179,4253,4055,4126,0,3
4180,4257,4169,4127,1,6
4267,4177,4056,4185,1,1
4183,4128,4205,4057,0,1
4274,4279,4187,4130,1,4
4296,4059,4188,4133,0,0
4210,4060,4299,4194,0,1
4300,4061,4197,4140,0,0
4303,4201,4141,4208,1,6
4215,4304,4068,4143,0,2
4216,4209,4308,4077,0,1
4225,4235,4224,4228,0,2
4238,4311,4079,4239,0,2
4244,4243,4151,4246,1,6
4250,4254,4084,4168,0,2
4318,4319,4172,4176,1,2
4255,4258,4256,4085,1,5
4262,4321,4086,4259,0,1
4269,4324,4186,4196,1,6
4270,4207,4278,4261,0,1
4327,4334,4091,4212,1,2
4343,4226,4345,4264,1,5
4280,4094,4356,4118,0,1
4283,4358,4360,4227,0,3
4286,4272,4275,4232,1,5
4298,4125,4276,4237,0,2
4364,4242,4131,4277,0,1
4309,4373,4385,4248,0,1
4310,4249,4137,4281,0,1
4315,4139,4282,4317,1,6
4390,4148,4252,4392,1,6
4396,4152,4285,4260,0,2
4325,4397,4287,4263,0,0
4329,4400,4156,4268,0,1
4332,4401,4161,4337,1,6
4341,4405,4170,4293,0,0
4342,4407,4301,4288,0,3
4348,4408,4171,4419,0,2
4420,4173,4290,4305,0,2
4178,4307,4291,4292,1,2
4353,4314,4354,4427,1,5
4359,4436,4182,4320,0,1
4370,4439,4294,4442,0,2
4379,4455,4189,4326,0,3
4384,4470,4473,4333,0,1
4195,4335,4336,4306,1,5
4391,4198,4344,4313,0,1
4395,4474,4202,4322,0,3
4409,4330,4204,4331,1,5
4417,4346,4338,4480,1,6
4422,4487,4493,4213,0,3
4425,4505,4347,4214,1,6
4506,4512,4218,4220,1,2
4445,4525,4339,4526,1,6
4449,4234,4351,4376,0,3
4532,4236,4382,4352,0,2
4542,4387,4553,4241,1,1
4457,4357,4458,4245,1,5
4555,4247,4361,4402,0,1
4461,4265,4363,4410,0,1
4556,4561,4365,4266,1,2
4468,4413,4469,4563,1,5
4564,4271,4366,4421,0,2
4471,4273,4479,4426,0,1
4492,4574,4429,4577,0,2
4495,4580,4284,4430,0,1
4289,4432,4295,4434,1,1
4501,4437,4584,4297,0,1
4590,4302,4595,4440,1,5
4602,4441,4312,4368,0,1
4604,4371,4605,4443,1,5
4502,4619,4622,4450,0,3
4510,4316,4459,4372,0,2
4628,4323,4463,4375,1,6
4516,4465,4520,4467,0,1
4522,4472,4328,4475,0,1
4646,4340,4377,4494,0,2
4524,4648,4386,4497,0,1
4528,4649,4393,4349,0,2
4540,4350,4394,4498,1,5
4546,4547,4399,4653,0,2
4666,4355,4668,4403,1,5
4550,4558,4414,4507,1,4
4559,4362,4508,4416,0,2
4565,4670,4367,4571,1,6
4678,4418,4424,4514,1,5
4572,4682,4576,4428,1,5
4438,4529,4447,4530,1,1
4583,4533,4369,4448,0,1
4685,4689,4374,4451,1,4
4698,4702,4539,4452,1,2
4587,4378,4454,4544,1,5
4596,4703,4460,4380,0,2
4608,4381,4462,4549,0,3
4609,4612,4466,4551,1,4
4711,4477,4481,4560,1,3
4613,4383,4483,4562,0,0
4712,4388,4484,4568,0,3
4625,4570,4389,4485,0,1
4630,4398,4486,4575,0,0
4639,4578,4404,4488,0,1
4644,4581,4650,4489,1,5
4713,4406,4496,4500,1,6
4651,4411,4412,4509,0,3
4652,4717,4718,4513,0,3
4654,4721,4734,4586,1,5
4415,4423,4515,4588,1,2
4655,4739,4521,4589,0,2
4659,4523,4593,4606,1,6
4431,4527,4607,4531,1,2
4673,4610,4740,4433,0,1
4741,4435,4444,4534,1,1
4746,4747,4446,4618,1,4
4675,4453,4537,4620,0,3
4754,4456,4629,4635,1,6
4677,4545,4464,4548,1,5
4756,4476,4643,4478,1,2
4680,4656,4681,4552,0,1
4690,4759,4482,4554,0,0
4760,4573,4658,4660,1,2
4692,4763,4579,4582,0,2
4701,4766,4599,4611,1,6
4714,4774,4664,4616,0,2
4716,4665,4490,4617,0,1
4782,4491,4624,4786,1,6
4724,4499,4671,4627,0,2
4788,4683,4503,4632,0,1
4743,4744,4504,4790,0,2
4791,4633,4634,4686,1,1
4750,4636,4792,4511,0,1
4758,4796,4517,4637,0,1
4761,4797,4695,4638,0,2
4800,4699,4802,4518,1,1
4776,4642,4811,4519,0,1
4816,4669,4672,4708,1,5
4821,4535,4674,4720,1,7
4778,4825,4845,4536,1,5
4781,4538,4541,4722,0,3
4847,4543,4676,4723,0,0
4809,4684,4725,4687,1,6
4810,4557,4688,4730,0,2
4817,4732,4693,4733,1,5
4818,4848,4694,4735,0,1
4828,4849,4829,4850,0,1
4830,4853,4566,4736,0,0
4833,4567,4696,4697,0,2
4844,4569,4859,4749,0,1
4846,4751,4868,4752,0,1
4852,4700,4873,4753,0,1
4861,4705,4882,4762,0,1
4867,4891,4585,4706,0,3
4896,4707,4900,4726,1,1
4869,4729,4907,4591,0,1
4870,4910,4592,4737,0,3
4879,4917,4594,4764,0,3
4884,4918,4920,4745,1,5
4894,4755,4597,4765,0,1
4598,4779,4769,4770,1,2
4898,4921,4780,4771,0,1
4905,4600,4772,4775,1,6
4923,4601,4783,4784,0,1
4913,4938,4603,4798,0,2
4915,4614,4785,4805,0,2
4928,4943,4930,4806,0,1
4964,4795,4807,4801,1,2
4937,4966,4814,4615,1,6
4940,4621,4967,4819,0,1
4944,4973,4803,4623,1,6
4947,4804,4975,4626,0,1
4978,4631,4808,4840,0,3
4948,4986,4640,4813,0,3
4951,4641,4991,4815,0,1
4993,4645,4823,4824,1,2
4997,4647,4826,4999,1,6
5007,4657,4827,4855,0,0
5008,5025,4856,4864,1,2
4956,4661,4865,4877,0,2
4972,4662,4977,4835,0,1
4984,4885,4987,5035,0,1
5036,4663,4837,4887,0,0
5042,4667,4679,4839,1,3
4998,5045,4691,4841,0,1
5046,4704,4888,4843,0,2
5002,4890,5048,4857,0,1
5060,4709,5063,4892,1,5
5011,4710,4860,4903,0,0
4715,4719,4912,4924,1,2
5013,4727,4862,4926,0,0
5080,4728,4927,4933,1,6
5020,4731,4872,4934,1,4
5030,4738,4875,4935,0,2
5033,5082,4878,4949,0,1
5040,5094,5097,4880,0,3
5047,4742,4881,4950,0,3
5052,4952,5104,4883,0,1
5105,4748,4889,4953,1,6
5055,4757,4902,4954,0,3
4767,4904,4955,4906,1,2
5056,4768,4908,4959,0,2
5111,4773,4911,4962,0,2
5059,4777,4787,4963,0,1
5121,4789,4969,4919,0,2
5062,5123,4981,4793,0,2
5071,5124,4982,4794,1,6
5073,5125,4925,4799,0,2
5129,5139,4812,4820,1,2
5075,5145,4822,4989,0,3
5076,5148,5154,4831,0,1
5077,4992,4832,4931,0,1
5086,5158,4834,4942,0,3
5087,4836,4965,4994,0,2
5095,4968,5161,4838,0,1
5096,4971,5176,4842,0,1
5179,4851,5180,5004,1,1
5098,4854,5006,4974,0,2
5188,4985,4988,5009,1,1
5190,4858,5003,5012,0,2
5102,4863,5010,5014,0,0
4866,5022,5016,5018,1,6
5114,5193,4871,4874,1,6
5130,5194,4876,5023,0,3
4886,5024,5032,5026,1,5
5136,5038,5203,5028,0,1
5140,5141,5068,5206,0,2
4893,5074,5078,5029,1,5
5149,5173,5079,5207,0,2
5174,4895,5225,5100,0,1
5183,5101,5187,5228,0,1
5189,4897,5231,5039,0,1
5195,5201,5248,4899,1,4
5202,4901,5116,5043,0,3
5212,5249,4909,5050,0,0
5215,5251,4914,5118,0,3
5216,5120,5051,5053,0,2
4916,4922,5127,5132,1,2
5252,4929,5134,5061,1,5
5217,4932,5256,5135,0,1
5218,5138,5264,5142,1,5
5220,5271,5146,5065,1,7
5222,5289,4936,5069,0,2
5229,5291,4939,5072,0,0
5310,5081,4941,5151,0,1
5233,5314,5155,5084,0,1
5234,5315,5160,4945,0,2
5320,5163,4946,5164,1,5
5238,5336,5171,4957,1,6
5245,5338,4958,5085,0,0
5259,5340,5267,5344,0,1
5345,4960,5175,5088,0,0
4961,4970,5178,5090,1,4
5275,5278,5092,4976,0,2
5280,4979,5349,4980,1,5
5283,5353,4983,5182,0,3
5284,5106,5293,5361,0,1
5299,4990,5107,5184,0,2
5302,4995,5185,5108,0,0
5303,5376,5308,5112,0,1
5378,5197,4996,5122,0,1
5380,5199,5000,5133,0,1
5383,5001,5137,5200,0,2
5389,5005,5213,5143,0,1
5309,5015,5223,5144,1,7
5392,5239,5147,5244,1,6
5317,5394,5017,5150,0,1
5019,5250,5156,5157,1,6
5319,5399,5321,5021,0,1
5323,5401,5253,5027,1,6
5324,5408,5031,5162,1,7
5333,5034,5037,5257,1,5
5350,5409,5041,5165,1,5
5354,5167,5044,5263,0,1
5414,5169,5049,5266,0,1
5368,5416,5172,5054,0,2
5370,5274,5375,5057,1,5
5419,5276,5058,5181,0,1
5381,5064,5388,5438,0,1
5393,5443,5397,5282,1,5
5398,5285,5066,5286,0,1
5410,5444,5067,5186,0,0
5411,5070,5290,5191,1,6
5415,5292,5083,5196,0,1
5424,5089,5295,5198,0,2
5445,5091,5297,5208,0,0
5430,5093,5462,5307,0,1
5313,5327,5210,5211,1,2
5446,5463,5099,5328,0,0
5449,5334,5469,5103,0,1
5471,5472,5109,5337,0,0
5479,5110,5339,5113,1,6
5486,5474,5500,5476,0,1
5115,5117,5214,5346,1,2
5505,5352,5477,5219,0,1
5512,5119,5221,5356,0,2
5513,5224,5126,5358,0,1
5525,5128,5360,5230,0,0
5526,5131,5362,5236,0,0
5530,5152,5488,5363,0,1
5490,5493,5364,5237,1,4
5497,5367,5153,5243,0,1
5531,5504,5247,5369,0,2
5537,5540,5387,5258,0,2
5541,5506,5159,5413,0,1
5542,5515,5166,5261,0,1
5544,5262,5517,5168,0,1
5553,5520,5418,5268,0,0
5521,5421,5528,5269,1,5
5556,5170,5426,5432,1,6
5534,5177,5433,5270,0,2
5558,5192,5435,5287,1,7
5538,5543,5301,5311,1,2
5561,5322,5546,5204,0,1
5565,5436,5326,5439,0,2
5568,5440,5450,5329,1,1
5569,5331,5574,5335,1,5
5576,5452,5205,5343,0,1
5580,5453,5581,5209,1,1
5571,5584,5348,5226,0,2
5585,5357,5593,5227,1,5
5575,5579,5455,5456,0,2
5599,5232,5235,5359,1,3
5600,5240,5365,5458,0,2
5589,5612,5366,5460,0,2
5595,5241,5242,5371,0,3
5596,5603,5246,5466,0,2
5604,5467,5473,5374,0,1
5607,5614,5475,5377,0,3
5608,5379,5630,5254,0,1
5609,5382,5255,5384,0,1
5625,5635,5260,5385,0,1
5626,5478,5627,5265,0,1
5639,5272,5482,5390,0,1
5636,5648,5653,5273,0,1
5640,5277,5487,5391,0,1
5644,5489,5400,5492,0,2
5645,5279,5496,5403,0,2
5656,5661,5662,5404,1,5
5667,5508,5663,5406,1,5
5671,5690,5281,5412,0,2
5674,5514,5691,5417,0,1
5675,5522,5695,5425,0,1
5680,5288,5427,5294,0,2
5698,5296,5523,5441,0,0
5681,5298,5451,5539,0,2
5684,5300,5545,5548,1,6
5686,5304,5454,5559,0,2
5305,5560,5457,5306,1,6
5693,5701,5312,5461,0,0
5697,5316,5703,5465,0,1
5712,5709,5470,5318,0,2
5713,5710,5562,5715,1,6
5716,5570,5325,5481,0,1
5722,5330,5572,5484,0,0
5717,5332,5491,5573,0,2
5723,5341,5342,5582,0,1
5724,5726,5347,5498,0,2
5725,5734,5351,5586,0,1
5727,5738,5355,5499,0,3
5728,5741,5372,5592,0,3
5743,5373,5597,5386,1,2
5733,5501,5395,5602,0,1
5754,5606,5396,5610,0,1
5757,5749,5611,5503,0,1
5758,5616,5760,5516,0,1
5755,5402,5617,5518,0,2
5761,5766,5618,5519,0,3
5769,5405,5524,5619,0,2
5770,5776,5407,5527,0,3
5788,5420,5620,5529,0,0
5792,5785,5623,5799,1,6
5806,5628,5637,5532,1,5
5809,5533,5807,5422,0,1
5822,5811,5646,5813,0,2
5830,5815,5535,5650,0,2
5831,5423,5654,5536,0,2
5832,5823,5428,5547,1,7
5835,5429,5549,5657,1,6
5825,5431,5660,5552,0,1
5836,5434,5664,5554,1,4
5837,5843,5826,5437,1,4
5442,5447,5557,5672,1,2
5448,5678,5564,5694,1,6
5846,5827,5699,5566,0,1
5840,5459,5583,5702,1,6
5858,5859,5847,5590,0,2
5848,5704,5464,5707,1,5
5867,5852,5468,5708,0,3
5873,5861,5480,5711,0,1
5874,5864,5591,5885,1,6
5893,5594,5872,5483,0,1
5898,5880,5719,5613,1,5
5721,5744,5615,5621,1,2
5899,5901,5884,5633,1,4
5905,5887,5485,5634,0,3
5916,5890,5494,5641,0,1
5918,5894,5748,5495,0,2
5920,5502,5642,5647,1,6
5896,5507,5753,5651,0,3
5928,5659,5897,5763,0,1
5934,5509,5902,5665,0,1
5935,5764,5906,5666,0,1
5946,5947,5668,5510,0,2
5908,5511,5765,5669,0,2
5910,5670,5773,5682,1,5
5951,5777,5550,5685,0,1
5959,5919,5923,5689,0,3
5962,5926,5551,5781,0,1
5555,5563,5790,5692,1,4
5927,5791,5930,5696,1,5
5963,5937,5793,5941,0,2
5952,5700,5567,5798,0,1
5953,5577,5800,5706,0,0
5958,5801,5812,5720,1,5
5967,5578,5961,5730,0,1
5984,5965,5732,5587,1,6
5588,5820,5735,5598,1,6
5974,5601,5824,5739,0,3
5999,5605,5828,5740,0,1
6001,5977,5829,5746,0,2
6007,5981,5622,5838,0,2
6019,5841,5624,5747,0,1
6026,5629,5842,5750,0,0
6035,5993,5631,5849,0,2
6036,5857,5632,5751,0,1
6039,5638,5752,5871,0,2
6040,5643,5649,5759,0,3
6049,5652,5876,5768,0,1
6050,5655,5877,5771,0,2
6055,6056,5881,5658,0,2
6071,5772,5996,5882,0,1
5673,5676,5883,5775,1,4
6075,6000,6076,5778,1,5
6077,5677,5891,6080,1,6
6083,6003,5900,5782,0,3
6084,6024,5679,5903,0,0
6025,5904,5683,5784,0,1
5687,5907,5909,5794,1,3
6086,6027,5688,5797,0,3
6095,5705,5914,5810,0,0
6112,5714,5929,5718,0,2
6117,5729,5931,5814,0,0
6118,6030,5816,5933,0,2
6119,6130,5940,5731,0,2
6032,5818,5736,5942,0,1
6137,6037,5737,5943,1,4
6139,6041,5742,5745,0,2
6148,6045,6047,5756,0,1
6149,6058,5762,5767,0,2
6152,6059,5944,5774,0,2
6155,6156,5779,5821,1,4
6163,6064,5780,5833,0,0
6065,5945,6078,5839,1,1
6168,5844,5783,5948,0,1
6170,6081,5786,5954,0,0
6179,6085,5955,5787,0,2
6087,5789,5956,5795,1,6
6184,6089,5964,5845,0,3
6093,5969,6094,5850,1,1
6097,5796,5970,5854,0,2
6189,6102,5802,5975,0,2
6107,5803,5976,5856,0,2
6191,5860,6113,5979,0,1
6120,5987,5804,5863,0,1
