digit_1,digit_2,label
55133,40508,12
55594,56956,9
43862,1010,11
59945,37743,7
34353,57831,9
32256,33696,18
35505,58929,2
23553,29154,17
15677,56071,2
36383,33681,13
59174,31734,14
39648,30580,11
6543,51870,5
49610,10471,1
38101,46070,9
28617,53188,12
31962,1734,4
6904,31752,9
18396,45523,14
13897,25966,14
29187,3377,0
41508,476,8
20369,23013,0
33418,20154,7
5871,9027,3
16309,10725,8
51571,28366,5
30418,19192,12
39661,37716,2
6250,53631,11
52306,18358,15
5075,27454,2
31262,32936,17
36669,6211,3
101,58604,12
56816,59395,15
24999,16074,12
25569,16590,7
58933,39629,13
13506,54454,4
15398,32378,6
16779,11616,8
11649,47355,13
42966,23848,11
7681,34946,16
8458,386,12
41615,22090,14
50754,23417,10
11045,26156,3
45016,5241,10
12272,39766,15
48558,16100,11
43314,54276,6
11727,43544,11
24501,8388,4
15347,22094,11
7938,26332,10
59724,24471,11
21394,29411,7
45027,38037,11
22835,5047,7
51171,49116,9
41163,6331,4
53350,16989,2
57545,14890,9
2712,35571,11
29512,1883,10
12575,53066,7
37702,12937,14
29062,40526,7
27522,19933,16
28455,13546,11
44843,41821,8
46551,18079,5
19409,10099,10
42595,48274,8
17822,35453,6
40324,52094,17
9729,57604,11
2260,10276,1
25840,13602,10
28136,48387,14
16869,24279,2
27790,14262,4
36691,24484,9
33607,3691,3
31455,19884,6
10604,33249,9
37976,41042,18
26992,39761,7
46590,37571,6
52429,48749,6
59492,55621,6
46565,23895,9
18272,50848,13
5269,59901,7
21119,4336,8
59469,57270,9
10495,31961,18
49199,4134,5
4453,33503,1
26169,9037,10
34345,24056,5
28237,21121,6
50533,45754,6
46600,53022,12
34565,31488,11
10941,43521,11
49435,34100,9
11914,41893,8
7036,41770,4
25145,25783,3
24658,47796,9
37521,18169,8
27245,44014,6
43586,16409,15
28103,27549,6
48087,388,10
47086,20169,8
39667,17691,6
36340,47550,15
38752,36063,9
41857,2197,1
46524,2827,10
48713,49968,12
22681,18145,10
19458,10432,13
48905,4214,11
42415,20282,16
17456,6739,11
8098,43250,8
20025,6749,13
10507,8761,17
56147,17100,7
24025,36722,12
897,369,8
52942,20029,4
22186,44612,7
57312,833,4
3686,1327,10
1794,45663,16
57252,21950,3
36518,52635,13
1301,58038,2
44061,33420,13
3609,20304,10
45557,14971,0
12573,58722,4
59910,50911,10
19461,25467,7
10847,11855,4
21568,50032,2
44239,43207,16
43899,42726,4
40364,14970,13
18045,38467,15
13641,26221,2
39191,55125,17
39064,24172,16
8539,4581,7
11438,1307,11
14209,28110,9
13237,30279,11
35147,13762,7
57786,28285,11
42018,47854,9
14545,53023,7
48490,49894,7
2629,38935,2
19988,22396,13
32776,24624,5
48593,52729,11
53031,4353,11
49339,39496,7
55960,4818,9
35933,48947,5
35633,39248,11
51497,21081,12
50294,16844,11
55872,50882,13
16948,12506,5
13329,29923,16
37640,45644,7
26126,34056,8
9865,22846,5
40901,29636,6
9983,129,6
33765,55821,12
22701,12321,2
2453,42600,15
9490,12298,16
5199,56756,15
52686,31677,5
48397,58798,11
42514,58409,9
52861,31235,11
21887,32860,13
31212,15622,10
4625,33523,9
54699,21710,13
55932,39374,8
8481,23108,6
20308,26473,10
4976,44656,1
34310,55940,10
28817,23487,12
53682,33229,12
36535,55040,3
3059,55206,11
47554,1070,11
59526,7870,9
22692,34394,9
39958,712,5
684,26800,4
45544,57790,2
3546,26743,9
58316,22004,1
11321,5967,6
18574,33453,16
19512,44258,15
12877,43981,3
50504,26229,7
24165,2872,7
26648,867,8
44875,34761,17
36679,39022,11
55753,23163,12
26763,13385,8
16513,54145,7
36296,43235,7
27197,59319,8
1793,10637,15
8442,3706,15
31858,33159,10
20221,13175,6
2228,18139,5
58011,45195,11
17716,32019,6
30797,33715,11
25140,49087,8
844,54030,10
5206,59272,7
618,4325,1
15320,6507,13
44463,29212,13
12311,18253,2
26209,40251,3
10000,13486,5
25972,14552,10
25135,19452,7
11970,30939,9
40225,5201,13
14409,43993,17
882,51853,8
10679,20230,8
37317,12647,8
53833,8247,1
33952,27389,7
15171,46201,16
12848,57605,10
41555,51680,1
53762,23667,8
44435,141,10
48466,5730,4
34503,42446,7
51183,38505,15
10460,13446,8
31648,27703,13
2981,42688,11
38000,30423,11
12862,36912,8
33753,46624,11
27708,57251,11
30460,12758,14
56183,29061,7
5350,21958,10
34828,44268,3
54528,59610,11
22282,29035,12
12614,15464,14
1143,24806,10
33034,7860,7
32281,50089,7
10558,51523,11
43679,56150,10
38950,33273,17
42428,12624,12
27705,45842,17
17041,2275,6
13137,4157,3
54074,27847,6
31202,18929,5
25648,51516,18
13606,32098,2
25074,25211,15
276,24775,10
27771,38106,9
40189,57303,6
52063,40141,10
36149,13872,3
15823,37614,3
1321,30214,2
30115,57656,12
16620,41861,5
15704,9796,1
13752,7369,11
30215,28593,4
58825,17012,7
36352,36795,11
25069,50822,9
4965,25765,12
19370,52338,13
49734,6118,12
5129,10201,10
12463,41979,12
15965,19108,5
3387,44773,11
20262,351,5
35677,4355,11
46861,3248,6
15930,31625,3
18544,58525,5
26407,21578,13
20750,37053,11
20531,27663,0
4948,17422,6
56245,58402,3
25580,26734,12
52246,31793,8
23093,7695,2
29932,25330,7
10397,18830,6
41486,25076,11
57996,38191,14
15681,57589,7
7793,4915,10
19173,33655,8
18923,13001,1
22549,57787,14
58212,37827,7
12563,14415,13
10722,26792,15
35247,25110,12
2329,29830,10
23459,27066,13
51163,37047,8
56283,59142,1
10583,7318,2
16420,44566,14
20263,40655,4
13665,30544,12
29914,24945,10
10154,39324,11
7550,46110,16
27601,33266,10
1624,41571,9
18649,10575,9
27835,50011,5
47209,49608,15
24154,27603,4
11748,42370,8
31906,11846,8
6781,57956,7
4646,54466,6
44158,23361,6
617,53398,13
2285,32401,11
58137,44542,3
40252,55464,17
39110,53779,11
42390,6371,6
48880,39253,9
51031,38151,14
13572,2992,15
9502,54097,14
11959,26977,12
45353,18599,4
11341,39626,9
8122,39722,8
24777,53168,1
15049,13026,12
26598,125,9
20594,13529,16
49375,21577,7
31479,31512,10
162,49120,16
50192,34812,6
42894,1811,10
55853,45547,13
18675,47565,5
10369,26308,3
32789,55170,2
33280,1408,11
23813,58085,5
34974,56333,9
30332,26515,14
51636,18537,14
27523,56510,13
31504,55757,9
18629,5930,9
106,5649,9
21083,35152,11
18646,58718,3
14763,6831,10
43995,7291,12
57349,16799,9
52016,20948,8
36276,20713,1
1064,39000,17
22102,14550,7
28258,8722,13
5284,46174,10
32691,46109,9
13876,20320,14
17597,13778,12
16949,43138,16
39307,11454,11
25923,46621,5
14247,40062,13
14808,35848,16
13783,13337,12
2582,37858,4
37374,47888,11
25172,30588,7
50996,30463,12
13193,29875,6
17109,6893,16
725,650,10
37261,3622,0
7713,35496,10
39371,30295,13
7897,33131,9
54919,94,16
19480,23435,4
38781,57124,12
12164,53164,15
1120,37393,9
31558,56692,13
24099,9825,12
32609,32925,0
24450,26210,2
39004,29176,8
17434,43114,11
16835,30021,8
3426,56509,7
52238,40607,2
55075,34367,9
40922,35736,6
33316,6317,6
26823,11465,14
5464,39771,8
12644,43732,8
33187,6745,10
11185,764,16
21796,2049,7
640,36617,7
25236,46631,16
52804,28855,0
28688,14418,13
31141,488,15
4475,5822,9
42101,54001,8
35709,13576,9
33522,59674,4
28889,26911,13
11202,44710,11
5639,49707,8
10272,26730,9
50413,46943,14
11300,11960,12
43040,1660,4
14227,56504,4
33714,5137,13
15232,57309,14
29481,41471,5
50284,58907,11
37000,47650,6
3088,28174,7
1344,37889,11
5749,19712,7
45606,1524,12
41157,11457,14
27478,44403,12
25147,24119,5
54400,38137,14
5964,8533,9
43507,51144,9
26023,42980,8
52583,15325,8
9408,37799,12
44611,32425,6
41811,55918,7
51637,39437,5
49684,38248,14
39569,15694,9
10652,39221,11
51508,31245,7
20345,30493,10
29056,15288,0
2164,8788,4
20400,12857,11
44820,30964,13
55709,6424,11
41435,4098,14
29628,59585,1
37643,18395,5
58523,22643,3
27047,51596,9
51627,2538,0
40492,11556,9
32523,34698,8
53417,5881,8
4684,20770,10
13180,27383,16
44444,20668,11
55108,54478,12
38440,52839,2
8826,36654,13
48268,13666,9
43084,13921,5
37756,5823,5
20575,26551,11
491,41038,1
5840,7700,7
1733,59684,11
24062,40230,15
562,1557,13
18193,54857,11
31697,25766,17
37524,58730,7
50819,20671,6
55515,28627,6
8832,36909,8
48752,50176,16
56878,46697,13
22350,1264,9
10953,42958,5
51950,8062,10
54262,57821,7
33866,47521,9
18136,36069,11
51241,25741,10
2957,59430,6
10350,33750,5
52274,43145,12
46936,58007,7
17550,5801,9
37565,53897,1
49549,18645,9
29747,49535,4
20190,24805,7
17839,44108,2
54594,58590,10
4753,12086,5
59558,32796,8
8568,46166,3
31374,2500,7
51333,31869,4
15114,34454,13
26893,51865,8
37385,33596,5
53898,4999,6
20958,15915,5
50184,51440,11
43369,1503,7
51298,45088,8
3687,53775,9
49819,17318,5
47946,41090,4
43239,38833,10
50961,48333,13
21415,8765,6
17660,12507,7
29344,10910,11
49233,7803,9
55165,13256,13
29626,49613,8
44625,11388,14
42716,19726,1
20024,22327,12
44411,1577,5
17533,27702,13
54967,58715,7
55227,28470,8
25787,8900,7
2875,30705,4
39703,6970,4
24960,12902,11
41468,192,8
46051,28336,5
28337,7787,9
23066,14736,8
7650,52759,7
15526,11611,14
17152,31983,16
31246,17836,6
37411,24498,8
57932,54137,11
54352,39236,8
36255,45776,7
47479,59267,0
6223,52332,13
40796,13481,7
17066,44124,10
9618,48207,1
1728,31065,12
4128,41260,3
56870,55978,10
39244,6140,14
24156,32063,10
14041,25037,7
3497,26666,16
10649,6430,11
6057,33826,4
2877,34193,10
32252,9353,11
25163,8339,6
20538,26517,8
55563,35013,18
38474,58296,14
46287,39868,16
20596,36739,11
1905,55514,16
18386,19528,3
10668,30050,11
22371,34605,10
21996,10692,1
35385,56527,15
26601,2176,10
57058,53568,6
37152,2155,16
46516,34363,3
9938,21752,15
20207,33101,17
41715,39404,5
43163,1331,8
40483,15907,6
43024,47599,7
58167,24559,12
37304,32852,4
24122,34475,3
16012,52803,8
39775,7709,0
21597,16053,11
49825,8983,7
5855,5481,9
51498,22434,9
49191,19893,9
55920,56163,1
22903,12273,10
23537,2700,10
55012,48803,15
32291,10848,16
40095,26565,2
57392,39036,14
30966,35769,5
38424,22409,5
38455,19247,4
33192,43692,8
48437,5974,9
23730,29796,10
49806,27086,13
48576,1038,14
11747,30919,11
57702,4634,15
30401,7066,8
38930,3773,18
53151,36934,18
17029,14405,7
40746,22354,5
35612,50478,2
40297,5971,14
37698,28195,14
15968,54674,5
7070,13889,9
52698,24821,9
39120,12447,7
26835,53696,6
39833,46003,10
39560,28025,8
50058,48238,8
45014,30727,13
11430,36670,16
40370,32479,10
13644,28176,16
23759,56771,11
23672,46234,7
53636,10638,9
56632,5094,8
17809,30569,9
30399,27309,6
9237,25768,9
14948,58131,9
15861,44374,10
44388,31957,10
18621,15497,10
1818,38149,11
41419,10584,9
13519,51437,11
32744,42583,4
28710,52894,10
45792,25754,2
29507,26865,14
25325,22259,7
19494,55545,11
14315,28783,13
10101,7696,7
52900,51008,16
56697,15471,3
49080,4159,3
43069,55111,14
509,16018,5
23286,22271,7
43016,31080,9
31089,57893,12
44601,42246,16
27973,10445,17
38816,6324,5
7343,23491,6
48434,52419,5
54859,53513,11
35536,39453,2
35256,17891,8
39697,51127,6
29870,28755,5
56087,728,16
33860,46361,16
37901,26915,6
21960,26869,4
3973,16623,11
5234,1635,6
9084,18108,8
44670,12304,16
38426,45155,14
12035,19163,12
54378,18628,16
10990,36274,10
944,27409,7
22762,47185,18
24836,52276,2
37171,21680,5
16763,43389,4
14640,8851,17
23448,14893,16
17426,58533,8
48263,33697,2
26983,25126,13
35768,53376,9
15460,36698,13
58286,45069,5
24015,26497,8
54927,1474,3
7577,19398,11
54870,43642,10
55366,55047,1
10995,47741,10
16337,46045,13
37025,172,18
13109,58743,3
15941,17532,15
14283,50640,5
48166,41322,12
27717,48354,9
26439,5630,7
8896,49828,6
37073,57727,7
22252,17595,4
54536,13170,13
15436,43595,9
6070,40521,1
37156,20553,7
11331,10015,13
3725,4004,6
35269,56759,4
15684,28481,10
55145,21975,8
3873,56963,12
32322,48217,10
14650,11027,4
56048,43614,5
46213,21388,8
13068,4986,6
30372,31954,7
58913,21351,10
823,37092,8
38284,41697,11
41860,13080,3
28682,29883,9
59882,37959,4
39824,27731,15
893,43556,2
46006,7732,3
37399,43826,9
8751,43131,10
58901,33717,14
13992,33287,8
763,3892,17
7782,12182,10
52750,2918,8
35593,46673,16
29850,59179,11
56,12588,5
37271,30210,4
13670,32798,7
34492,23278,15
31600,9778,11
102,51843,10
25572,2716,7
43280,44203,11
16699,13801,10
49112,22688,11
31469,41892,10
40477,7316,17
7467,35595,3
27631,48396,3
6844,27016,12
11081,52127,11
43419,21040,18
32696,21664,10
26064,36360,18
44982,18217,17
21228,36329,6
23177,5521,10
37449,52978,9
14820,4012,1
18423,30410,7
23828,53770,7
5458,3121,12
6306,15413,18
20056,25185,6
25803,14484,2
33004,17391,10
10963,22827,13
1998,55086,9
13365,39720,12
49088,30593,12
48770,52279,7
26548,53869,9
34960,20414,8
8819,32215,12
20981,36313,9
30888,27138,6
53768,47091,13
54547,45621,15
664,59615,2
48356,48451,8
42451,4269,9
5167,50034,6
46937,1696,4
21142,39598,9
40666,16056,15
30652,49484,13
26526,44838,3
59656,8926,9
49490,17467,8
54672,53543,10
57872,21687,4
13819,11590,12
52773,58033,4
41750,41586,7
59620,16060,6
17062,54131,8
25518,37751,6
19394,39150,8
19335,3937,3
52092,21116,10
10541,5772,7
47415,41667,6
1495,32021,9
8308,56429,9
27669,7874,6
26447,10721,11
35033,55042,11
14518,11151,9
10598,24069,5
53633,32982,12
55300,50892,5
4710,18882,6
5205,30216,13
53490,16417,15
32711,5957,6
26618,36845,12
44221,48403,8
7957,8038,13
36702,24514,10
47439,23970,8
54567,27882,8
29900,17454,7
36498,7973,8
28280,30838,14
42794,19253,11
57169,31574,5
16909,56806,9
49061,49937,9
3199,39177,8
36886,58618,10
32280,5105,6
54146,4362,18
37447,9172,8
24261,28903,16
19014,26844,12
12504,21737,1
54932,51086,10
15596,23799,5
40707,33812,12
56778,50818,6
53421,36315,5
32927,15441,12
34485,41137,7
51292,50494,13
19400,19625,8
28011,11414,11
912,47510,8
21523,28319,9
560,48924,16
49211,29958,7
3380,53464,9
11951,29209,9
34169,40587,6
26579,18300,9
27231,44709,12
45951,17221,13
55497,11460,12
44219,8249,7
39768,8168,10
51952,9515,6
23890,43418,8
42435,22296,10
24504,46699,13
48400,7256,14
13555,21439,12
25994,31969,2
305,24226,9
16509,6676,1
19450,1986,8
13404,24439,10
26127,53871,4
40738,37546,9
21613,36730,15
48674,20701,8
28469,47972,10
38429,46612,5
56680,30602,11
48852,58673,8
38145,50425,9
28725,39432,8
20626,28331,4
24767,46825,10
43304,8616,13
9332,35344,3
54198,21123,15
58756,27053,10
40980,56799,10
38946,28499,3
57258,32903,15
58170,55177,0
1631,23011,8
44987,50262,8
16025,28830,8
35340,18926,2
7141,21550,13
42445,2126,9
44676,46889,17
8172,23083,4
25992,5737,11
49942,33667,5
30528,603,5
3742,8650,13
56834,56338,2
16585,40744,1
31383,9358,15
3355,56376,13
28535,57788,10
22849,24,9
39512,41886,5
49363,46241,5
20645,8272,0
17133,25045,1
43558,39936,9
19326,15475,5
42424,19891,3
23958,19483,10
56745,47526,10
480,22617,13
58720,50351,9
6990,37394,11
26945,6476,14
9960,42484,5
55733,52143,9
56246,3597,11
24963,51390,7
12450,1775,6
18902,30898,9
31782,48639,12
48344,22335,11
47024,43035,8
52218,15552,13
38515,43538,12
43190,39927,16
14505,20019,14
33381,52692,3
37365,29845,6
8459,9803,6
55859,55963,10
17400,26406,6
16393,55180,12
10605,46463,5
23006,50218,7
21267,8149,15
46547,19406,5
57385,37914,1
47537,52195,12
4505,30765,4
27448,15742,14
56843,51366,10
14769,15034,5
35426,11260,11
47468,38927,8
50437,2274,10
59652,10991,9
10667,44343,9
30549,46609,16
35744,34062,5
17598,28850,11
29658,13642,6
27372,20667,17
49520,27460,14
59290,11663,3
37131,4575,14
34178,47553,8
18801,51575,3
6630,15120,0
24229,26567,6
2560,1045,12
4926,51957,2
39630,23545,8
11498,16589,11
54292,25624,11
4432,53948,16
15191,12194,4
35420,47915,10
21645,36385,16
51954,30907,11
36798,15863,6
8277,34917,4
56205,8821,12
17661,8078,3
29938,13078,14
28753,34480,9
10536,41412,5
25217,37008,3
525,4238,12
36472,49959,13
5281,43447,16
12226,41261,7
3769,42797,7
25987,37250,3
14867,28324,7
11239,45996,9
9601,5027,13
34226,54015,7
9272,32169,5
41019,55725,7
46498,57890,6
49281,133,9
10458,49444,8
52575,48680,6
28767,50605,11
39439,25245,10
51193,6519,11
15809,24717,1
32411,39400,6
19380,27971,11
23580,55957,13
47982,20775,7
39092,8492,17
23780,28531,7
13939,38126,6
55675,36018,7
13707,55548,6
39997,16685,13
7527,21226,13
21285,30123,3
45633,52955,6
17935,26853,7
14221,42385,10
1776,17970,12
50420,31883,9
57736,32965,16
54016,34943,3
40165,52982,9
7438,36099,15
49925,19690,18
43144,50907,6
34392,31843,1
37034,4589,16
50681,6096,12
3595,19673,7
15310,13152,12
21559,3235,7
40546,8743,7
27493,9158,8
51283,35911,8
17187,14207,4
5468,25260,4
14249,51770,18
35978,10134,8
34162,48694,8
35491,24702,10
33886,16630,13
4014,55414,6
4478,3585,7
59341,30118,16
25347,39373,12
34007,27328,0
56361,54067,8
23839,27003,7
27758,10728,10
51061,16519,0
48872,46555,8
39405,4431,11
12428,32247,14
57877,18534,10
5392,22000,6
55492,28648,15
54873,32,6
53825,36400,6
26096,47983,6
678,27857,5
32882,4176,17
32324,6342,8
3132,33348,8
38035,56239,0
40444,47735,5
54413,48670,3
17612,1395,11
51017,4294,1
15390,22764,5
12562,32450,11
575,55245,14
51519,1379,7
56124,16120,5
41128,45817,9
15411,53938,11
58992,6617,5
12346,55293,11
28120,32841,13
51322,26171,10
41327,31432,9
3537,56543,13
769,58970,13
35229,55489,9
48248,34868,7
55702,31762,10
59607,4809,9
49170,17193,16
33610,24080,10
15259,17852,10
2834,52503,9
53444,24833,2
59577,35791,8
55415,50966,3
58782,10258,5
14572,19970,10
59892,39906,6
59428,56530,1
10645,10945,2
45099,27529,9
21335,11609,12
57446,58252,5
21526,50418,6
45530,39575,15
40461,28101,2
25834,34955,10
40695,11519,7
5764,43750,13
5189,29814,5
25664,9852,17
15465,40798,13
43430,30176,3
54558,11334,14
20711,4696,5
25850,39074,9
20007,33694,5
26894,54372,14
21997,55728,14
57708,37982,10
51930,37435,11
45448,45474,9
19243,33099,4
629,26670,9
31332,39072,2
37096,53969,14
28423,58639,9
42379,30137,6
8885,52452,5
33567,22032,4
12640,4103,14
10608,27243,9
34814,11893,12
28628,47366,5
37395,14522,11
47780,19116,5
57073,10812,4
22567,45946,6
55583,45543,3
56769,25026,14
53891,48036,10
25028,4282,11
45010,48759,13
15993,43922,3
59505,31943,8
48886,1738,10
34131,26556,3
5788,19175,8
13569,49255,7
38883,16313,9
4311,29712,6
51407,43879,7
2388,44468,11
47727,41305,12
10422,40068,11
26195,43724,13
2919,29334,2
1442,52738,6
29517,53208,9
25885,56291,2
3753,17072,5
19924,58202,7
57751,12990,10
26072,14241,5
53026,112,3
24719,56256,4
57711,29657,3
13524,2152,9
50690,27236,13
48271,10123,8
619,22451,5
29777,19940,9
5411,4964,16
17885,40522,10
31571,16108,9
27584,46798,8
54222,45624,14
59536,10563,0
23043,7905,3
38021,42637,4
19119,34451,0
24277,16708,9
5173,57033,12
6397,12831,15
29868,46929,18
51608,49400,10
4610,56319,6
1452,17754,4
59528,22906,6
41566,19689,5
1748,33656,16
32356,17438,10
27653,50166,11
6220,49737,4
25436,56332,1
10326,49413,7
50357,24373,3
18014,16049,15
51118,21828,6
3619,49799,15
37402,37767,11
27334,4784,16
2323,39144,12
13037,3512,16
8400,54545,6
2083,57774,8
24032,25990,8
53064,32197,15
36505,27841,2
51246,7916,8
36482,50211,7
20160,50225,3
56292,47099,17
21056,59201,8
30582,33451,14
8364,42021,13
20973,58134,13
47627,51364,9
54165,16802,5
32345,41595,8
56403,11422,2
38368,24455,10
51818,49153,6
8204,54978,4
27596,56037,15
30554,5011,7
55849,20180,13
45861,44021,3
3608,54979,5
47051,55972,10
56894,53409,9
7091,31963,6
23922,25101,6
26346,37066,14
37189,30084,3
5926,14765,6
37747,6401,9
20449,54461,12
12946,26889,15
31588,5708,7
20412,14183,13
49486,12439,9
12616,45867,10
34381,22415,3
7436,54781,13
55026,132,13
33805,30622,9
30097,14831,8
8802,25488,13
40676,30845,15
41434,23715,16
30309,12948,6
41461,58261,12
4435,37833,8
57176,34211,9
17534,35625,7
35430,819,8
23858,40618,8
30932,30690,2
5006,12026,9
24337,29586,10
28429,37312,15
47090,30048,6
19448,58069,16
21528,6873,10
30346,12932,3
42822,54433,4
35923,58638,2
44202,54423,16
3080,16289,3
1138,51674,14
40663,58783,9
11316,34019,15
38070,30128,8
13709,47721,7
688,33513,8
15942,52444,5
15468,54572,13
46399,33802,16
7174,16296,10
7871,42901,15
42873,56176,8
55575,40924,5
15389,26872,5
44138,31188,5
54539,53926,8
26282,54476,12
50578,37629,10
42555,38854,11
38459,44974,13
18960,16587,6
38954,29851,9
31738,51669,8
28922,54241,6
42238,27911,8
28491,4377,14
20946,43089,10
11442,2065,11
52935,58501,5
53944,16040,15
12114,37427,8
30763,14651,5
41254,8656,14
50917,29163,10
12571,4834,15
43852,55,10
43117,1592,7
16000,59421,8
30285,36950,7
54072,31252,12
34185,45981,8
45537,11605,1
34596,53252,7
43061,19575,9
45388,55405,17
22192,8545,1
56661,28524,6
1499,48840,11
42775,5225,4
50677,34000,9
53482,294,7
6908,37725,8
47917,59923,5
3827,15805,10
39049,44911,8
4302,37551,10
2432,53255,1
47423,12818,12
4788,31744,18
56775,3371,9
56760,32921,10
34025,53203,8
307,44761,11
2795,54323,18
52154,30890,4
45313,44940,15
16412,39583,6
53678,49575,0
28142,43302,10
52282,58567,7
1517,7151,8
36228,42568,6
27106,2904,8
52176,8980,14
28500,30742,5
4644,31327,3
2533,55466,13
48946,57777,8
22541,39059,7
40038,33907,9
23265,43828,11
28129,22361,13
36453,18708,9
9898,31878,14
16501,18600,5
34144,26968,5
9932,48072,12
33415,20683,13
35634,33983,0
14841,56779,8
5331,51854,9
28395,31125,12
38094,48843,11
14407,39270,10
51583,20171,12
59394,45943,5
7095,34573,8
23883,29363,14
1413,36949,7
40214,8948,10
7743,5902,4
24741,59520,16
11678,26294,14
1117,48831,7
9184,54706,6
45809,47679,12
24186,29264,12
57003,56097,8
9454,6327,9
29703,39956,4
43534,4674,11
37372,53810,13
51990,44062,12
7263,13469,10
17541,40903,5
13654,18132,2
2245,46727,2
12821,22559,11
33327,40202,3
50655,51964,15
14947,1502,4
49587,11091,4
29907,57905,7
49492,58220,17
51968,21881,10
55942,41299,9
1380,28942,8
12953,47409,5
31818,20673,12
25016,2389,10
37001,1105,15
53913,58629,14
13954,58774,11
19583,38219,6
3415,44428,9
43763,23928,12
7915,34333,6
24540,56367,8
28206,43540,13
6396,31357,7
4425,27440,18
38125,6600,8
45316,40531,13
18301,23556,3
7640,14537,9
8809,21255,2
11751,57374,17
23207,55212,12
47160,57030,15
4028,8000,2
32598,57628,7
40434,48689,11
59263,13003,4
39232,57183,3
54465,15015,5
45006,29982,8
53216,45211,14
10759,56330,11
53525,2043,15
33435,55734,7
2722,41472,16
30859,4374,3
17063,19405,7
30854,4578,9
9987,12745,3
15734,3082,8
36007,5181,16
10553,1962,15
46417,42197,2
16773,23810,11
22631,54573,5
46849,52876,6
34855,6461,4
34486,47909,9
36303,11309,12
54360,47248,13
6784,32521,5
43775,47802,6
8867,19282,9
40528,51153,12
29625,53978,12
59386,40830,7
8118,55196,14
28281,52064,6
19482,30911,7
56708,35023,11
39454,37766,3
39617,55076,8
55783,45749,13
31362,12767,16
6014,12733,12
34224,5287,13
38758,33237,7
27793,6028,5
20492,3285,8
42345,32405,6
57035,59888,13
45829,8710,10
13377,49257,7
44863,41675,15
3548,58018,8
10464,42939,9
54096,1094,11
27364,23608,8
23860,38300,10
22257,15545,13
36835,5119,11
43178,42560,12
55826,30956,13
46375,43189,5
28550,7018,7
3561,35611,6
42900,6328,9
29965,52181,15
23771,22333,15
57572,26733,9
46509,54003,5
12082,59758,11
11128,25465,13
52477,39025,16
33705,16946,2
55351,16343,11
28858,1626,3
9644,41956,8
35372,51129,8
8866,30312,13
56033,47384,6
26890,50748,6
32217,7311,10
42020,29068,10
10858,57970,11
29013,21164,5
46425,16639,11
38193,17200,3
59339,5449,3
38889,10042,3
15758,7555,3
6858,19250,6
38184,26009,8
58272,35690,9
26117,48130,9
13610,3636,10
15057,15560,11
48619,19202,11
38718,41882,9
30425,53976,9
2079,34315,3
45930,46747,8
18224,50368,4
38593,2154,4
10745,40032,8
40579,16375,11
34557,9651,13
4152,59632,7
15381,24397,10
38200,3576,3
42081,46729,3
24160,32457,17
38292,38206,10
45021,44173,8
3871,2424,6
16849,35526,11
41505,10922,9
4504,17003,1
47106,44112,9
33742,37554,6
8214,56670,14
53402,16829,12
13918,34133,4
28123,49422,11
33557,45825,10
1801,35249,9
41288,42662,8
32541,55735,7
19650,36420,17
21520,48056,12
47698,21302,16
47770,55829,8
54783,41201,6
45638,1463,3
20264,27180,13
51012,57732,18
21541,4284,4
26320,31462,7
20389,5959,16
35367,42673,2
35104,15657,11
11694,7631,1
47803,58048,6
48371,40356,6
56214,4308,13
51250,23280,2
17324,48964,12
28254,13755,12
44836,57150,14
54626,40451,15
16089,56746,8
33792,26766,10
20810,12077,5
9615,3478,2
45472,35558,5
48975,37134,5
49912,35945,4
28841,25618,5
44377,47413,6
52006,55828,6
33380,42070,12
9354,39429,3
59403,32724,13
26576,21829,7
55889,26716,15
48879,28945,6
1590,49514,4
13850,56748,9
42599,9218,2
31566,31757,11
21921,34037,1
2287,22198,7
41733,17266,3
5321,23911,1
25785,13987,5
11180,10491,11
23384,5231,11
44023,36163,0
53785,53264,2
3530,35600,7
29791,40862,9
23122,56277,9
39143,43377,8
41737,40496,9
54233,40204,12
29988,15244,17
50812,16638,4
12652,3628,1
13413,19430,6
29699,17256,6
1215,30093,7
8306,20156,14
44813,25537,2
18743,30983,5
2298,58490,7
1721,22600,11
20272,11292,7
12096,4185,11
16879,6299,9
45933,13795,13
38690,51347,17
51306,44257,14
54943,21323,2
17627,27457,2
10011,15845,5
13066,50320,5
29089,39653,11
46569,50554,12
50799,16683,3
56638,3842,15
46125,37556,7
9728,23736,14
20974,2645,2
21772,25773,6
7991,10770,11
48226,13325,4
45714,9668,4
1039,41548,10
32149,7852,16
5160,51308,3
23130,57288,3
19687,5068,16
52253,19787,6
54986,743,8
14615,11412,2
40783,4154,10
13782,7090,5
20394,19471,7
44602,43713,10
7769,52688,13
7015,17819,11
43937,40891,12
39293,4668,18
28819,46899,4
7337,37137,7
44859,29304,3
19261,29904,2
41414,38531,11
28028,48450,11
28604,57145,18
57578,4697,8
27102,7245,13
32835,48915,9
44858,12676,12
19438,42418,10
22855,15151,18
30916,41873,14
2788,13814,10
34762,38645,5
30751,14447,3
26471,23082,10
21751,6804,5
13556,44447,5
43300,48517,2
19466,49274,6
35233,37414,14
50208,36437,5
41836,43998,8
5091,56578,7
4288,50786,5
5101,41925,8
41263,39516,10
13766,8625,5
48535,38402,8
33324,23049,11
18526,18107,9
33133,52129,5
3526,47955,13
25721,45463,11
55428,24239,12
6885,22304,4
8870,9165,14
22813,18241,17
